,timestamp,latency_edgex-ui_edgex-core-command,latency_edgex-core-command_edgex-device-mqtt,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-ui_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-ui_edgex-core-data,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-core-command_edgex-core-metadata,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,error_edgex-core-metadata,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-data,error_edgex-ui
0,2023-06-01 07:47:04,975.0,975.0,24.25,22.585365853658537,22.75,20.218749999999993,9.75,9.849999999999998,0,1.0,1.194533101595884,11.890688,0,1.0,0.5851903469522632,13.094912,0,1.0,0.20265628120628562,0.794624,0,1.0,0.5931901794432531,13.37344,0,1.0,1.5997821350762707,13.795328,0,1.0,2.9104304275235227,11.493376,0,1.0,7.136475023563653,19.562496,0,1.0,10.906146518484674,16.433152,0,1.0,4.327835179883376,11.329536,0.011111111111111112,0.0,0.0,0.0,0.005361930294906166
1,2023-06-01 07:48:04,975.0,975.0,24.25,22.29545454545454,8.249999999999998,18.125000000000007,9.5,9.785714285714285,0,1.0,1.1049783923944134,11.28448,0,1.0,0.5448730189037784,13.090816,0,1.0,0.1767996186238626,0.847872,0,1.0,1.414858203699928,13.35296,0,1.0,1.546018553273668,13.570048,0,1.0,2.6030439273348067,11.198464,0,1.0,7.351180265652191,19.7632,0,1.0,10.73999031320534,15.998976,0,1.0,4.3140518187187755,11.210752,0.031007751937984496,0.0,0.0,0.0,0.013698630136986302
2,2023-06-01 07:49:04,975.0,975.0,24.25,22.79054054054054,9.5,13.96428571428569,4.8,9.576923076923077,0,1.0,1.1057171074289267,11.026432,0,1.0,0.5782472368111915,12.836864,0,1.0,0.20091196864636834,0.794624,0,1.0,1.2946819672133194,13.422592,0,1.0,1.8949924271112089,13.512704,0,1.0,3.442634223750401,11.907072,0,1.0,7.210653753025141,19.836928,0,1.0,8.916309896260543,15.433728,0,1.0,5.211851976261606,11.075584,0.03378378378378378,0.0,0.0,0.0,0.013745704467353953
3,2023-06-01 07:50:04,975.0,975.0,41.249999999999986,23.783783783783782,9.5,22.09375000000005,9.75,18.999999999999993,0,1.0,1.1495715902357702,11.915264,0,1.0,0.3859911569639053,13.25056,0,1.0,0.25512620418706045,0.8192,0,1.0,1.572115317818842,13.901824,0,1.0,1.4097177914110128,13.602816,0,1.0,2.5400422398543028,11.12064,0,1.0,6.901055726312453,19.501056,0,1.0,9.298704351317163,16.91648,0,1.0,3.8943614417142487,11.276288,0.032786885245901634,0.0,0.0,0.0,0.01869158878504673
4,2023-06-01 07:51:04,975.0,975.0,24.25,23.7625,9.75,27.708333333333314,,9.642857142857142,0,1.0,1.0567251461989609,11.563008,0,1.0,0.39973808545612455,13.340672,0,1.0,0.17846153846136167,0.90112,0,1.0,2.110881767155331,13.361152,0,1.0,1.5610491837925071,13.770752,0,1.0,2.8157698514268334,11.337728,0,1.0,7.886109451039708,19.357696,0,1.0,9.903389278148232,15.814656,0,1.0,4.709632761336435,11.501568,0.042168674698795185,0.0,0.0,0.0,0.02373887240356083
5,2023-06-01 07:52:04,975.0,975.0,43.74999999999999,22.807692307692307,9.5,20.949999999999953,9.5,9.5,0,1.0,1.011414024232959,11.665408,0,1.0,0.45689437300227315,13.172736,0,1.0,0.17272998626943145,0.8192,0,1.0,1.6640243902435121,13.348864,0,1.0,1.5565432261465502,13.529088,0,1.0,2.32852166525114,11.214848,0,1.0,6.960512864200294,19.550208,0,1.0,9.629092015414395,15.945728,0,1.0,3.766770533717806,11.046912,0.02325581395348837,0.0,0.0,0.0,0.011204481792717089
6,2023-06-01 07:53:04,975.0,975.0,24.25,23.944444444444446,8.499999999999998,21.727272727272727,9.75,15.99999999999998,0,1.0,1.141968107876754,11.030528,0,1.0,0.4751047826836242,12.853248,0,1.0,0.20410344647786988,0.794624,0,1.0,0.703585317272806,13.180928,0,1.0,1.46650281914086,13.484032,0,1.0,2.921686097444957,11.337728,0,1.0,7.447094239500959,19.628032,0,1.0,9.189729138167129,16.46592,0,1.0,3.7797130752925763,11.546624,0.05185185185185185,0.0,0.0,0.0,0.026615969581749048
7,2023-06-01 07:54:05,975.0,975.0,24.25,23.44117647058824,24.25,14.968750000000007,,13.0,0,1.0,1.0086790574176319,12.029952,0,1.0,0.6441890412721929,13.139968,0,1.0,0.19294342574079212,0.794624,0,1.0,1.4298017396755696,13.39392,0,1.0,1.6095673004942106,13.459456,0,1.0,3.07732178142604,11.087872,0,1.0,7.601208459215786,19.050496,0,1.0,9.769626133211611,16.289792,0,1.0,7.044309351860344,11.354112,0.012820512820512824,0.0,0.0,0.0,0.005730659025787966
8,2023-06-01 07:55:05,975.0,975.0,24.25,23.357142857142854,23.125,13.214285714285687,9.666666666666666,8.833333333333332,0,1.0,0.9428542980414819,10.911744,0,1.0,0.42419781049452066,12.972032,0,1.0,0.18140316320035915,0.851968,0,1.0,0.9535298851419386,13.467648,0,1.0,1.3278502804464511,13.512704,0,1.0,2.427276550998516,11.091968,0,1.0,6.963293051362379,19.488768,0,1.0,9.82025196850406,15.642624,0,1.0,3.67008425487048,11.464704,0.018604651162790697,0.0,0.0,0.0,0.009828009828009828
9,2023-06-01 07:56:05,975.0,975.0,24.25,23.302631578947363,20.499999999999993,24.812499999999986,9.0,9.444444444444443,0,1.0,1.1093317649692995,12.00128,0,1.0,0.41667534786807614,13.37344,0,1.0,0.21756834120514415,1.028096,0,1.0,2.10939451534101,13.848576,0,1.0,1.5698691521777215,13.5168,0,1.0,2.4117895959524316,11.288576,0,1.0,7.195699961433892,20.033536,0,1.0,8.442918857993991,15.454208,0,1.0,3.952854136525367,11.411456,0.013888888888888892,0.0,0.0,0.0,0.006825938566552902
10,2023-06-01 07:57:05,975.0,975.0,24.25,22.883928571428577,9.5,25.74999999999994,9.75,9.5,0,1.0,0.9676639298164572,11.476992,0,1.0,0.4433193024654154,13.217792,0,1.0,0.24452276220246114,0.794624,0,1.0,1.1033472120169463,13.23008,0,1.0,1.3119128693038127,13.78304,0,1.0,2.485613155372241,11.231232,0,1.0,6.409773680789731,20.496384,0,1.0,9.256555655563393,15.581184,0,1.0,4.127506592756026,11.01824,0.03105590062111801,0.0,0.0,0.0,0.01440922190201729
