,timestamp,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-ui_edgex-core-metadata,latency_edgex-core-command_edgex-core-metadata,latency_edgex-ui_edgex-core-data,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-ui_edgex-core-command,latency_edgex-core-command_edgex-device-mqtt,latency_edgex-ui_edgex-sys-mgmt-agent,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-data,error_edgex-core-metadata,error_edgex-ui
10,31/05/2023 13:43,23.5,23.3,9.357142857,21.25,9.75,975,975,42.5,0,1,1.765734389,8.404992,0,1,4.928137458,11.14112,0,1,1.18973634,9.936896,0,1,0.592082566,9.347072,0,1,0.262009186,1.90464,0,1,9.918829702,12.304384,0,1,1.434169724,8.13056,0,1,7.5723323,15.101952,0,1,2.74505309,15.454208,0,0,0,0.033980583,0.017412935
11,31/05/2023 13:44,22,23.77777778,14.5,10.875,9.5,975,975,43.75,0,1,1.421966325,8.695808,0,1,3.656122779,11.198464,0,1,1.246075972,10.1376,0,1,0.466233659,9.424896,0,1,0.229209622,1.92512,0,1,9.360671311,11.24352,0,1,1.57975432,8.572928,0,1,7.14214876,15.106048,0,1,2.429703508,14.839808,0,0,0,0.01,0.005025126
12,31/05/2023 13:45,22.75,22.79166667,8.75,22.96428571,9.625,975,975,24.25,0,1,0.999201925,8.921088,0,1,4.043916804,11.321344,0,1,1.167618435,10.133504,0,1,0.247492523,9.187328,0,1,0.272411342,1.929216,0,1,9.552784797,10.67008,0,1,1.468874293,8.589312,0,1,7.177595411,14.368768,0,1,2.475993021,14.897152,0,0,0,0.028089888,0.015197568
13,31/05/2023 13:46,23.875,22.81428571,9.333333333,34.6875,9.625,975,975,24.25,0,1,1.392468684,8.863744,0,1,4.468206851,10.788864,0,1,1.151870148,9.719808,0,1,0.283792566,9.252864,0,1,0.191397142,1.92512,0,1,9.200445347,11.350016,0,1,1.512264529,8.72448,0,1,7.604244843,14.78656,0,1,2.420752738,14.92992,0,0,0,0.02739726,0.011111111
14,31/05/2023 13:47,21.25,23.04166667,9.65,24.58333333,9.75,975,975,24.25,0,1,1.72580082,8.638464,0,1,3.756530296,10.846208,0,1,1.129789443,10.26048,0,1,0.565154253,9.170944,0,1,0.238007506,1.933312,0,1,9.578801011,11.07968,0,1,1.462927605,8.323072,0,1,7.530227582,14.872576,0,1,2.723241553,15.27808,0,0,0,0.04,0.022435897
15,31/05/2023 13:48,9.75,23.62804878,9.125,21.93181818,,975,975,24.25,0,1,1.769389956,8.62208,0,1,4.336580487,11.104256,0,1,1.045356408,9.64608,0,1,0.635665627,9.166848,0,1,0.209467456,1.96608,0,1,10.14978716,11.227136,0,1,1.49343165,8.527872,0,1,8.179015284,14.721024,0,1,2.845237454,15.839232,0,0,0,0.032679739,0.014880952
16,31/05/2023 13:49,9.5,22.76973684,9.954545455,11.05,9.5,975,975,42.5,0,1,0.987346663,8.830976,0,1,3.704665899,11.149312,0,1,1.111787935,10.358784,0,1,0.519793385,9.117696,0,1,0.222111742,1.929216,0,1,10.27066267,12.038144,0,1,1.376936294,8.728576,0,1,6.681460674,15.020032,0,1,2.616356781,15.650816,0,0,0,0.02,0.008955224
17,31/05/2023 13:50,22.75,23.7195122,9.875,19.10714286,9.75,975,975,24.25,0,1,1.754641754,9.547776,0,1,3.890685592,11.005952,0,1,1.068324201,10.502144,0,1,0.434003929,9.355264,0,1,0.247014925,1.953792,0,1,9.45704139,10.698752,0,1,1.262985129,8.37632,0,1,6.51910659,15.187968,0,1,2.28721413,15.593472,0,0,0,0.006578947,0.003412969
18,31/05/2023 13:51,21.25,23.46938776,10,30,9.5,975,975,41.25,0,1,1.453013004,9.29792,0,1,4.226077554,10.899456,0,1,1.357089356,10.100736,0,1,0.37081278,9.949184,0,1,0.270893875,1.921024,0,1,9.791886213,11.370496,0,1,1.711493234,8.142848,0,1,6.936934719,15.327232,0,1,2.664620444,15.593472,0,0,0,0.013607145,0.005714286
19,31/05/2023 13:52,23.5,22.78488372,9.944444444,21.8125,9.625,975,975,24.25,0,1,2.185973867,8.839168,0,1,4.374799911,11.235328,0,1,1.048318974,9.785344,0,1,0.61023766,9.465856,0,1,0.252916716,1.912832,0,1,8.894376985,11.563008,0,1,1.377788377,8.265728,0,1,7.510601534,15.015936,0,1,2.655353454,15.9744,0,0,0,0.040609137,0.020671835
20,31/05/2023 13:43,23.5,23.3,9.357142857,21.25,9.75,975,975,42.5,0,1,1.765734389,8.404992,0,1,4.928137458,11.14112,0,1,1.18973634,9.936896,0,1,0.592082566,9.347072,0,1,0.262009186,1.90464,0,1,9.918829702,12.304384,0,1,1.434169724,8.13056,0,1,7.5723323,15.101952,0,1,2.74505309,15.454208,0,0,0,0.033980583,0.017412935
21,31/05/2023 13:44,22,23.77777778,14.5,10.875,9.5,975,975,43.75,0,1,1.421966325,8.695808,0,1,3.656122779,11.198464,0,1,1.246075972,10.1376,0,1,0.466233659,9.424896,0,1,0.229209622,1.92512,0,1,9.360671311,11.24352,0,1,1.57975432,8.572928,0,1,7.14214876,15.106048,0,1,2.429703508,14.839808,0,0,0,0.01,0.005025126
22,31/05/2023 13:45,22.75,22.79166667,8.75,22.96428571,9.625,975,975,24.25,0,1,0.999201925,8.921088,0,1,4.043916804,11.321344,0,1,1.167618435,10.133504,0,1,0.247492523,9.187328,0,1,0.272411342,1.929216,0,1,9.552784797,10.67008,0,1,1.468874293,8.589312,0,1,7.177595411,14.368768,0,1,2.475993021,14.897152,0,0,0,0.028089888,0.015197568
23,31/05/2023 13:46,23.875,22.81428571,9.333333333,34.6875,9.625,975,975,24.25,0,1,1.392468684,8.863744,0,1,4.468206851,10.788864,0,1,1.151870148,9.719808,0,1,0.283792566,9.252864,0,1,0.191397142,1.92512,0,1,9.200445347,11.350016,0,1,1.512264529,8.72448,0,1,7.604244843,14.78656,0,1,2.420752738,14.92992,0,0,0,0.02739726,0.011111111
24,31/05/2023 13:47,21.25,23.04166667,9.65,24.58333333,9.75,975,975,24.25,0,1,1.72580082,8.638464,0,1,3.756530296,10.846208,0,1,1.129789443,10.26048,0,1,0.565154253,9.170944,0,1,0.238007506,1.933312,0,1,9.578801011,11.07968,0,1,1.462927605,8.323072,0,1,7.530227582,14.872576,0,1,2.723241553,15.27808,0,0,0,0.04,0.022435897
25,31/05/2023 13:48,9.75,23.62804878,9.125,21.93181818,,975,975,24.25,0,1,1.769389956,8.62208,0,1,4.336580487,11.104256,0,1,1.045356408,9.64608,0,1,0.635665627,9.166848,0,1,0.209467456,1.96608,0,1,10.14978716,11.227136,0,1,1.49343165,8.527872,0,1,8.179015284,14.721024,0,1,2.845237454,15.839232,0,0,0,0.032679739,0.014880952
26,31/05/2023 13:49,9.5,22.76973684,9.954545455,11.05,9.5,975,975,42.5,0,1,0.987346663,8.830976,0,1,3.704665899,11.149312,0,1,1.111787935,10.358784,0,1,0.519793385,9.117696,0,1,0.222111742,1.929216,0,1,10.27066267,12.038144,0,1,1.376936294,8.728576,0,1,6.681460674,15.020032,0,1,2.616356781,15.650816,0,0,0,0.02,0.008955224
27,31/05/2023 13:50,22.75,23.7195122,9.875,19.10714286,9.75,975,975,24.25,0,1,1.754641754,9.547776,0,1,3.890685592,11.005952,0,1,1.068324201,10.502144,0,1,0.434003929,9.355264,0,1,0.247014925,1.953792,0,1,9.45704139,10.698752,0,1,1.262985129,8.37632,0,1,6.51910659,15.187968,0,1,2.28721413,15.593472,0,0,0,0.006578947,0.003412969
28,31/05/2023 13:51,21.25,23.46938776,10,30,9.5,975,975,41.25,0,1,1.453013004,9.29792,0,1,4.226077554,10.899456,0,1,1.357089356,10.100736,0,1,0.37081278,9.949184,0,1,0.270893875,1.921024,0,1,9.791886213,11.370496,0,1,1.711493234,8.142848,0,1,6.936934719,15.327232,0,1,2.664620444,15.593472,0,0,0,0.013607145,0.005714286
29,31/05/2023 13:52,23.5,22.78488372,9.944444444,21.8125,9.625,975,975,24.25,0,1,2.185973867,8.839168,0,1,4.374799911,11.235328,0,1,1.048318974,9.785344,0,1,0.61023766,9.465856,0,1,0.252916716,1.912832,0,1,8.894376985,11.563008,0,1,1.377788377,8.265728,0,1,7.510601534,15.015936,0,1,2.655353454,15.9744,0,0,0,0.040609137,0.020671835
30,31/05/2023 13:54,23.5,23.70689655,14.5,7250,9.5,975,975,,0,1,0.63649452,8.871936,1,1,3.445793024,23.322624,0,1,1.0175959,10.19904,0,1,0.397956125,9.179136,0,1,0.203207161,1.921024,0,1,6.093571984,11.07968,0,1,0.573278078,8.388608,0,1,5.65868547,17.03936,0,1,1.557079617,16.871424,0,0,0.114754098,0.025641026,0.043478261
31,31/05/2023 13:56,21.25,31.5625,24,20.1875,,975,975,24.25,0,1,1.541950113,9.211904,0,1,4.083435305,23.420928,0,1,1.245081348,10.104832,2,1,99.86694394,14.782464,0,1,0.229821726,1.933312,0,1,7.569325219,11.165696,0,1,1.040723184,8.298496,0,1,6.526744047,14.790656,0,1,2.474503635,18.317312,0,0,0,0.026845746,0.013422819
32,31/05/2023 13:58,24.25,22.75,9.625,18.76923077,22,975,975,24.25,0,1,1.214391078,9.33888,0,1,3.499112234,10.276864,0,1,1.096803295,10.46528,0,1,0.458580555,10.678272,0,1,0.189107507,1.92512,0,1,7.14097408,12.771328,0,1,1.219364364,8.72448,3,1,30.60194943,483.680256,0,1,2.300296464,20.701184,0,0,0,0.029585799,0.015822785
33,31/05/2023 14:01,22,23.00657895,10,21.25,9.75,975,975,24.25,0,1,1.230924648,9.453568,0,1,3.555895294,11.042816,0,1,1.023133813,10.6496,0,1,0.296123944,10.52672,0,1,0.213961551,1.92512,4,0.5,9.514842343,21.34016,0,1,1.551404011,8.261632,0,1,7.533416372,13.96736,0,1,2.52466112,16.551936,0,0,0,0.036764706,0.016835017
34,31/05/2023 14:03,958.3333333,23.41666667,9.5,28.95833333,487.5,975,975,24.25,0,1,1.200701071,8.871936,0,1,4.26811789,10.715136,1,1,1.105211748,10.436608,0,1,0.703542072,10.28096,0,1,0.287405073,1.9456,0,1,9.691031523,23.175168,0,1,1.692736679,8.159232,0,1,6.964508526,14.569472,0,1,2.421244141,16.91648,0,0,0,0.011173184,0.005747126
35,31/05/2023 14:05,22,211.75,91.66666667,437.5,90,975,975,47.5,0,1,0.985523686,8.994816,0,1,2.418801834,11.030528,0,1,0.772050346,10.940416,0,1,0.407324161,10.395648,0,1,0.142730815,1.941504,0,1,8.790127917,11.194368,0,1,1.537626962,8.196096,0,1,7.173453608,14.372864,2,1,100.1984834,21.843968,0,0,0,0.011764706,0.008152174
36,31/05/2023 14:07,22.75,23.79166667,14.5,24.78571429,,975,975,24.25,0,1,1.232182998,9.732096,0,1,4.475803608,10.8544,0,1,1.09238508,10.747904,0,1,0.43856227,10.555392,3,1,0.377205786,429.682688,0,1,9.510219253,10.256384,0,1,1.58199477,8.482816,0,1,7.777453839,14.557184,0,1,2.537478063,16.797696,0,0,0,0.049689441,0.024169184
37,31/05/2023 14:09,9.5,29.6875,10,18.875,9.75,975,975,24.25,0,1,1.624131461,9.043968,0,1,3.481881017,11.239424,0,1,1.257740897,10.223616,0,1,0.815246323,10.358784,0,1,0.233003226,3.948544,0,1,10.69221336,10.67008,4,0.416666667,1.742944736,17.375232,0,1,7.541123651,14.336,0,1,2.335737902,16.703488,0,0,0,0.029239766,0.015625
38,31/05/2023 14:11,23.75,24.20408163,9.5,381.25,,975,975,47.5,0,1,1.573402455,9.068544,2,1,100.1050767,16.760832,0,1,0.626697276,10.510336,0,1,0.230955353,10.379264,0,1,0.181890994,3.928064,0,1,8.831343519,10.891264,0,1,1.371477213,17.825792,0,1,7.433481093,15.208448,0,1,1.680062642,17.006592,0,0,0,0.02247191,0.011904762
39,31/05/2023 14:14,19,23.01470588,9.631578947,18.16666667,9.625,975,975,46.25,0,1,0.681623478,9.048064,0,1,5.454610651,11.44832,0,1,1.22679094,10.653696,3,1,5.951661845,495.235072,0,1,0.284172189,3.923968,0,1,9.489571523,11.276288,0,1,1.56522403,9.07264,0,1,7.876201785,14.462976,0,1,2.328889835,17.12128,0,0,0,0.025641026,0.017301038
40,31/05/2023 14:16,23.25,23.04545455,14.5,20.25,9.625,975,975,24.25,0,1,1.012090737,9.498624,0,1,3.638964439,11.32544,0,1,0.661934834,10.870784,0,1,0.433230389,9.076736,0,1,0.218593276,3.940352,0,1,0.817761778,11.206656,0,1,1.023548954,8.06912,4,0.5,3.542294312,22.953984,0,1,0.546688848,17.604608,0,0,0,0.010869565,0.016949153
41,31/05/2023 14:18,975,5750,,20.875,,4.8,,46.25,0,1,0.441133572,9.146368,0,1,2.608248929,11.513856,0,1,0.6438115,10.83392,0,1,0.272288154,9.097216,0,1,0.293298601,3.923968,1,1,4.289109204,25.432064,0,1,1.312075048,8.577024,0,1,5.453487509,28.061696,0,1,1.313155743,17.993728,0.545454545,1,0,0.022727273,0.050632911
42,31/05/2023 14:20,227.5,24.68085106,22,22.375,,975,975,,0,1,0.776370779,9.515008,0,1,3.000951672,11.71456,2,1,100.0877972,15.982592,0,1,0.549744138,9.080832,0,1,0.121720342,3.93216,0,1,7.344648123,24.63744,0,1,1.350530008,8.302592,0,1,5.912824691,13.04576,0,1,1.677300314,17.563648,0,0,0,0.019354839,0.008902077
43,31/05/2023 14:22,22.75,22.90441176,9.65,19.375,4.8,975,975,45,0,1,1.649299203,9.326592,0,1,4.617584756,11.53024,0,1,1.063304153,10.948608,0,1,0.33321183,9.412608,0,1,0.227269262,3.95264,0,1,9.198619606,12.316672,0,1,1.551315459,8.269824,0,1,7.498898734,12.92288,3,1,2.567473363,522.375168,0,0,0,0.024539877,0.008746356
44,31/05/2023 14:24,9.75,21.79807692,9.5,27.75,4.8,4875,4875,24.25,0,1,1.110459382,9.633792,0,1,3.403689361,11.567104,0,1,0.682319675,10.522624,0,1,0.421096993,9.203712,4,0.416666667,0.243611705,5.197824,0,1,9.487589107,11.522048,0,1,1.084573417,8.33536,0,1,6.091526575,13.213696,0,1,2.362316034,17.313792,0.8,0.866666667,0,0.025157233,0.052447552
45,31/05/2023 14:27,22.75,23.46666667,10,24.55,4.8,975,975,46.25,0,1,1.600406997,9.764864,0,1,4.430535948,11.538432,0,1,0.675442635,11.792384,0,1,0.412137479,9.793536,0,1,0.237179073,5.328896,0,1,9.923961861,12.12416,1,1,2.147793084,8.9088,0,1,7.340804013,13.78304,0,1,2.494036264,17.907712,0,0,0,0.027933803,0.013368984
46,31/05/2023 14:29,24.25,22.86029412,9.5,19.46153846,4.8,975,975,24.25,0,1,1.013139789,9.601024,3,1,3.678071137,460.3904,0,1,1.120414458,11.063296,0,1,0.882222009,9.121792,0,1,0.28360395,0.79872,0,1,9.551677613,12.222464,0,1,1.623858386,8.282112,0,1,7.644902416,12.783616,0,1,2.279217167,17.330176,0,0,0,0.034246575,0.013157895
47,31/05/2023 14:31,24.25,23.265625,9.416666667,22.75,9.75,975,975,43.75,0,1,1.085192417,9.166848,0,1,4.419479365,11.702272,0,1,0.840120103,10.846208,4,0.416666667,0.854250778,16.879616,0,1,0.22277677,0.847872,0,1,8.013484611,12.111872,0,1,1.680681447,8.548352,0,1,6.748123891,13.074432,0,1,2.460676272,17.453056,0,,0,0.018987342,0.013793103
48,31/05/2023 14:33,,,9.642857143,,,,975,,0,1,0.669450734,9.834496,0,1,1.891428571,11.452416,0,1,0.910776049,10.6496,0,1,0.233826623,18.137088,0,1,0.308895576,0.806912,0,1,3.292937666,12.128256,0,1,0.938374525,8.228864,1,0.083333333,7.243958686,24.215552,0,1,1.153744465,17.629184,0,,0,0.032786885,
49,31/05/2023 14:35,238.75,236.7105263,95.55555556,23.22727273,24.25,975,975,46.25,0,1,1.500083069,9.027584,0,1,3.777084409,11.751424,0,1,1.046135919,10.457088,0,1,0.266623607,9.060352,0,1,0.268964525,0.8192,2,1,99.76958828,19.718144,0,1,1.297568453,8.081408,0,1,6.071749893,26.415104,0,1,2.247478773,17.424384,0,,0,0.04487191,0.022653722
50,31/05/2023 14:38,22.75,22.95338983,9.545454545,19.1875,22.75,975,975,24.25,0,1,1.049915846,9.109504,0,1,4.292102521,11.579392,3,1,7.22962477,534.315008,0,1,0.616799625,8.613888,0,1,0.230223556,0.815104,0,1,10.06179944,12.775424,0,1,1.610933534,8.302592,0,1,8.044295775,12.382208,0,1,2.762669246,17.481728,0,,0,0.051282051,0.023668639
51,31/05/2023 14:40,23.75,22.73026316,9.625,17.33333333,9.75,975,975,24.25,0,1,1.346929018,9.388032,0,1,3.417373853,11.534336,0,1,0.891578463,10.612736,0,1,0.562784349,8.851456,0,1,0.25358328,0.786432,0,1,8.517053193,15.200256,0,1,0.013645462,8.323072,0,1,8.229887777,13.160448,4,0.5,2.016741589,24.69888,0,0,0,0.041025641,0.021276596
52,31/05/2023 14:42,20.5,23.48255814,21.5,22.80769231,9.75,2425,2425,24.25,0,1,1.314742938,9.367552,0,1,3.796147799,11.460608,0,1,1.412063591,10.817536,0,1,0.364860681,8.896512,1,1,0.381353124,0.8192,0,1,9.503351345,15.29856,0,1,0.01482844,8.400896,0,1,7.662219527,13.08672,0,1,2.415698819,25.935872,0,0,0,0.03030303,0.01744186
53,31/05/2023 14:44,9.666666667,25,22,21.48076923,9.75,975,975,24.25,0,1,1.052899994,9.330688,0,1,4.18611884,11.862016,0,1,1.165490041,10.694656,0,1,0.250072745,8.695808,0,1,0.222133676,0.823296,0,1,7.536537874,14.979072,2,1,99.92365216,13.279232,0,1,6.578033714,12.640256,0,1,2.326055909,7.327744,0,0,0,0.040200601,0.020618557
54,31/05/2023 14:46,20.5,22.90625,9.1,16.5625,9.75,975,975,47.5,0,1,1.076061142,8.925184,4,0.5,3.865976631,20.566016,0,1,0.91886534,11.44832,0,1,0.396794151,9.060352,0,1,0.211024492,0.98304,0,1,6.159511876,16.379904,0,1,0.029840725,7.835648,0,1,7.445223662,12.955648,0,1,1.23846845,7.204864,0,0,0,0.023952096,0.011904762
55,31/05/2023 14:48,23.875,23.13414634,487.5,13.75,9.75,3750,975,,0,1,1.16468906,9.199616,0,1,5.463407861,21.233664,0,1,1.118877262,11.075584,1,1,0.58280577,8.630272,0,1,0.215823421,0.827392,0,1,8.862494923,16.429056,0,1,0.027437994,7.84384,0,1,6.636762386,12.96384,0,1,3.008867556,9.875456,0,0,0,0.019480519,0.01
56,31/05/2023 14:51,9.625,42.20588235,23.25,24.72368421,4.8,975,975,47.91666667,0,1,1.076066821,9.179136,0,1,3.820016376,9.355264,0,1,1.085712701,11.149312,0,1,0.147000655,8.810496,0,1,0.230468236,0.8192,0,1,3.884072885,17.219584,0,1,0.012406172,7.835648,2,1,99.83936552,19.460096,0,1,2.122942298,8.024064,0,0,0,0.006757139,0.006060606
57,31/05/2023 14:53,23.5,23.3220339,10,20.3125,9.625,975,975,45,0,1,1.179627907,9.682944,0,1,4.637548946,9.240576,0,1,1.222923251,10.735616,0,1,0.418165509,8.84736,0,1,0.31550767,0.786432,3,1,15.62730725,491.900928,0,1,0.022974673,7.778304,0,1,7.700096919,13.099008,0,1,2.77415195,9.302016,0,0,0,0.033707865,0.019774011
58,31/05/2023 14:55,20.5,23.375,9.166666667,19.65625,9.5,975,975,44.375,0,1,1.368735789,9.080832,0,1,4.238954322,9.805824,4,0.416666667,0.009366755,13.971456,0,1,0.657116819,9.187328,0,1,0.169193303,0.835584,0,1,6.667018922,15.376384,0,1,0.016380563,7.7824,0,1,5.79510824,13.234176,0,1,2.025002266,9.244672,0.007518797,0,0,0.013513514,0.007874016
59,31/05/2023 14:57,950,3875,975,7700,975,2425,975,24.25,0,1,0.814668735,9.29792,0,1,2.079069767,11.350016,0,1,0.998342877,20.918272,0,1,0.524595018,8.650752,0,1,0.272956609,0.79872,0,1,3.940477268,15.941632,0,1,0.032879183,7.7824,0,1,3.892860794,14.925824,1,1,1.522377358,11.07968,0,0,0.117647059,0.014492754,0.016260163
60,31/05/2023 14:59,21.25,24.23295455,19,23.14473684,23.5,975,975,24.25,0,1,1.448257745,9.70752,0,1,2.924266944,10.215424,0,1,0.67553327,11.476992,0,1,0.317664606,8.851456,2,1,100.0742265,6.16448,0,1,8.149188406,15.368192,0,1,0.015154251,7.7824,0,1,7.026621812,13.099008,0,1,1.867095764,10.113024,0,0,0,0.042553191,0.020905923
61,31/05/2023 15:02,9,23.4127907,9.5,16.3,9.75,975,975,46.25,0,1,0.665453618,9.527296,0,1,4.292289157,10.354688,0,1,0.829881509,10.412032,0,1,0.295781365,9.289728,0,1,0.266732889,0.815104,0,1,8.189019095,15.376384,3,1,5.523163751,515.207168,0,1,7.270998508,12.570624,0,1,2.621649792,10.235904,0,0,0,0.03030303,0.01875
62,31/05/2023 15:04,24.25,23.84090909,9.7,975,24.25,975,975,24.25,0,1,1.345822737,9.449472,1,0,2.529735709,19.611648,0,1,1.320019689,10.166272,0,1,0.430422709,9.170944,0,1,0.208659351,0.823296,0,1,5.938878103,15.273984,0,1,0.01522145,7.827456,0,1,6.9253065,14.35648,0,1,1.806560724,11.194368,0,0,,0.044776119,0.280487805
63,31/05/2023 15:06,24.0625,39.921875,38.75,21.90625,9.75,975,975,46.25,0,1,1.0259263,9.486336,0,1,4.179610376,22.298624,0,1,1.016419897,10.719232,2,1,100.0319744,14.864384,0,1,0.213147786,0.827392,0,1,6.6390616,16.064512,0,1,0.008637874,7.831552,0,1,5.291778673,14.073856,0,1,2.501649485,12.394496,0,0,0,0.047627515,0.026946108
