,timestamp,latency_edgex-ui_edgex-core-command,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-core-command_edgex-core-metadata,latency_edgex-ui_edgex-core-data,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-core-command_edgex-device-mqtt,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-ui_edgex-core-metadata,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,error_edgex-core-metadata,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-data,error_edgex-ui
10,31/05/2023 17:34,975,24.25,9.375,12.75,23.8,975,9.75,22.925,0,1,3.687935365,10.743808,0,1,2.307690459,10.575872,0,1,7.432044879,15.126528,0,1,0.491159448,8.912896,0,1,1.12542462,10.141696,0,1,0.200877609,0.827392,0,1,1.70390657,10.87488,0,1,1.17653118,9.715712,0,1,6.757026086,12.918784,0.028776978,0,0,0,0.013157895
11,31/05/2023 17:35,975,24.25,9.7,9.894736842,22,975,9.5,23.2,0,1,4.159816222,11.313152,0,1,2.478178988,10.960896,0,1,8.9891578,13.656064,0,1,0.472331346,8.654848,0,1,0.880411264,10.952704,0,1,0.193439406,0.811008,0,1,1.647236951,10.79296,0,1,0.761728726,9.48224,0,1,7.651412621,12.816384,0.037735849,0,0,0,0.018518519
12,31/05/2023 17:36,975,24.25,9.4,24.55,21.25,975,9.5,24.10483871,0,1,4.062286996,10.67008,0,1,2.6169468,10.911744,0,1,10.22255525,14.454784,0,1,0.61336621,8.699904,0,1,1.010510004,9.924608,0,1,0.202038154,0.815104,0,1,1.408591137,11.419648,0,1,0.864851746,10.027008,0,1,8.206874968,13.430784,0.058064516,0,0,0,0.027522936
13,31/05/2023 17:37,975,,9.916666667,40.625,21.25,975,9.625,23.18181818,0,1,4.65501492,11.157504,0,1,2.642653697,10.993664,0,1,8.164030023,14.573568,0,1,0.729849695,8.609792,0,1,0.871338117,10.42432,0,1,0.225187014,0.790528,0,1,1.395420552,11.317248,0,1,0.41715588,9.54368,0,1,8.339756335,12.828672,0.038216561,0,0,0,0.02745098
14,31/05/2023 17:38,975,48.75,9.458333333,25.25,23.75,975,9.75,23.94318182,0,1,4.469068005,11.137024,0,1,2.823923328,11.288576,0,1,11.55571934,13.930496,0,1,0.825225225,8.695808,0,1,1.431073045,10.97728,0,1,0.212785103,0.794624,0,1,1.531896137,10.8544,0,1,1.479655191,9.969664,0,1,8.155706477,13.508608,0.005102041,0,0,0,0.002949853
15,31/05/2023 17:39,975,48.125,9.933333333,10.3,22.375,975,23.5,22.98333333,0,1,4.026468966,11.055104,0,1,3.016769036,10.575872,0,1,10.80672441,13.766656,0,1,0.521133489,9.281536,0,1,1.201414886,10.207232,0,1,0.24095846,0.999424,0,1,1.460676687,10.866688,0,1,1.515872267,9.678848,0,1,8.334323047,13.320192,0.018292683,0,0,0,0.008571429
16,31/05/2023 17:40,975,24.25,9.642857143,14.875,4.8,975,,22.6375,0,1,3.944342932,11.395072,0,1,2.41122669,10.77248,0,1,8.449837039,14.188544,0,1,0.534964715,8.818688,0,1,1.015677485,10.125312,0,1,0.24016365,0.790528,0,1,1.571978896,11.300864,0,1,1.081144027,9.74848,0,1,6.968962716,12.9024,0.011428571,0,0,0,0.006622517
17,31/05/2023 17:41,975,46.875,9.5625,18,23.125,975,9.75,23.26470588,0,1,4.076563294,11.288576,0,1,2.796563139,10.797056,0,1,11.69664176,14.589952,0,1,0.460839481,8.900608,0,1,1.085108595,10.170368,0,1,0.238864329,0.991232,0,1,1.669123733,11.01824,0,1,1.810019254,9.752576,0,1,8.977412666,13.492224,0.03626943,0,0,0,0.018567639
18,31/05/2023 17:42,975,48.25,9.571428571,27.29166667,9.25,975,4.8,23.83333333,0,1,4.078050183,10.948608,0,1,2.622997796,10.964992,0,1,9.67557606,14.286848,0,1,0.286459984,8.925184,0,1,0.862014544,10.350592,0,1,0.178679462,0.823296,0,1,1.606512699,10.928128,0,1,1.570004063,10.489856,0,1,7.293169438,13.672448,0.014285714,0,0,0,0.005865103
19,31/05/2023 17:43,975,47.8125,9.333333333,20.5,20.5,975,9.25,23.4296875,0,1,4.179113193,10.866688,0,1,2.505390099,11.337728,0,1,9.663351393,14.082048,0,1,0.436043896,9.183232,0,1,1.025503069,10.960896,0,1,0.265777388,0.83968,0,1,1.624281742,10.801152,0,1,1.946713032,9.40032,0,1,7.496632487,13.643776,0.03053519,0,0,0,0.016556291
20,31/05/2023 17:34,975,24.25,9.375,12.75,23.8,975,9.75,22.925,0,1,3.687935365,10.743808,0,1,2.307690459,10.575872,0,1,7.432044879,15.126528,0,1,0.491159448,8.912896,0,1,1.12542462,10.141696,0,1,0.200877609,0.827392,0,1,1.70390657,10.87488,0,1,1.17653118,9.715712,0,1,6.757026086,12.918784,0.028776978,0,0,0,0.013157895
21,31/05/2023 17:35,975,24.25,9.7,9.894736842,22,975,9.5,23.2,0,1,4.159816222,11.313152,0,1,2.478178988,10.960896,0,1,8.9891578,13.656064,0,1,0.472331346,8.654848,0,1,0.880411264,10.952704,0,1,0.193439406,0.811008,0,1,1.647236951,10.79296,0,1,0.761728726,9.48224,0,1,7.651412621,12.816384,0.037735849,0,0,0,0.018518519
22,31/05/2023 17:36,975,24.25,9.4,24.55,21.25,975,9.5,24.10483871,0,1,4.062286996,10.67008,0,1,2.6169468,10.911744,0,1,10.22255525,14.454784,0,1,0.61336621,8.699904,0,1,1.010510004,9.924608,0,1,0.202038154,0.815104,0,1,1.408591137,11.419648,0,1,0.864851746,10.027008,0,1,8.206874968,13.430784,0.058064516,0,0,0,0.027522936
23,31/05/2023 17:37,975,,9.916666667,40.625,21.25,975,9.625,23.18181818,0,1,4.65501492,11.157504,0,1,2.642653697,10.993664,0,1,8.164030023,14.573568,0,1,0.729849695,8.609792,0,1,0.871338117,10.42432,0,1,0.225187014,0.790528,0,1,1.395420552,11.317248,0,1,0.41715588,9.54368,0,1,8.339756335,12.828672,0.038216561,0,0,0,0.02745098
24,31/05/2023 17:38,975,48.75,9.458333333,25.25,23.75,975,9.75,23.94318182,0,1,4.469068005,11.137024,0,1,2.823923328,11.288576,0,1,11.55571934,13.930496,0,1,0.825225225,8.695808,0,1,1.431073045,10.97728,0,1,0.212785103,0.794624,0,1,1.531896137,10.8544,0,1,1.479655191,9.969664,0,1,8.155706477,13.508608,0.005102041,0,0,0,0.002949853
25,31/05/2023 17:39,975,48.125,9.933333333,10.3,22.375,975,23.5,22.98333333,0,1,4.026468966,11.055104,0,1,3.016769036,10.575872,0,1,10.80672441,13.766656,0,1,0.521133489,9.281536,0,1,1.201414886,10.207232,0,1,0.24095846,0.999424,0,1,1.460676687,10.866688,0,1,1.515872267,9.678848,0,1,8.334323047,13.320192,0.018292683,0,0,0,0.008571429
26,31/05/2023 17:40,975,24.25,9.642857143,14.875,4.8,975,,22.6375,0,1,3.944342932,11.395072,0,1,2.41122669,10.77248,0,1,8.449837039,14.188544,0,1,0.534964715,8.818688,0,1,1.015677485,10.125312,0,1,0.24016365,0.790528,0,1,1.571978896,11.300864,0,1,1.081144027,9.74848,0,1,6.968962716,12.9024,0.011428571,0,0,0,0.006622517
27,31/05/2023 17:41,975,46.875,9.5625,18,23.125,975,9.75,23.26470588,0,1,4.076563294,11.288576,0,1,2.796563139,10.797056,0,1,11.69664176,14.589952,0,1,0.460839481,8.900608,0,1,1.085108595,10.170368,0,1,0.238864329,0.991232,0,1,1.669123733,11.01824,0,1,1.810019254,9.752576,0,1,8.977412666,13.492224,0.03626943,0,0,0,0.018567639
28,31/05/2023 17:42,975,48.25,9.571428571,27.29166667,9.25,975,4.8,23.83333333,0,1,4.078050183,10.948608,0,1,2.622997796,10.964992,0,1,9.67557606,14.286848,0,1,0.286459984,8.925184,0,1,0.862014544,10.350592,0,1,0.178679462,0.823296,0,1,1.606512699,10.928128,0,1,1.570004063,10.489856,0,1,7.293169438,13.672448,0.014285714,0,0,0,0.005865103
29,31/05/2023 17:43,975,47.8125,9.333333333,20.5,20.5,975,9.25,23.4296875,0,1,4.179113193,10.866688,0,1,2.505390099,11.337728,0,1,9.663351393,14.082048,0,1,0.436043896,9.183232,0,1,1.025503069,10.960896,0,1,0.265777388,0.83968,0,1,1.624281742,10.801152,0,1,1.946713032,9.40032,0,1,7.496632487,13.643776,0.03053519,0,0,0,0.016556291
30,31/05/2023 17:45,975,24.25,17.5,6950,24.25,975,9.75,23.82142857,1,0,3.029773118,20.709376,0,1,1.552529847,11.18208,0,1,6.069694488,15.249408,0,1,0.461666667,8.863744,0,1,0.867652589,11.010048,0,1,0.147731909,0.827392,0,1,0.355778074,11.251712,0,1,0.846915011,9.54368,0,1,5.699100216,15.302656,0,0,0,,0.039325843
31,31/05/2023 17:47,975,45,43.125,18.4,22,975,24.25,27.34375,0,1,4.092919712,22.585344,0,1,2.487476829,10.932224,0,1,7.814457189,14.323712,2,1,99.652221,13.959168,0,1,1.120925584,9.998336,0,1,0.173916001,0.86016,0,1,1.231315762,11.411456,0,1,0.76352533,10.010624,0,1,5.920184148,13.631488,0.00578048,0,0,0,0.002570694
32,31/05/2023 17:50,975,46.25,9.416666667,16.9,22.75,975,9.5,23.68333333,0,1,3.485660596,23.314432,0,1,2.270583433,10.309632,0,1,8.2362251,13.66016,0,1,0.438250271,9.252864,0,1,1.11603608,10.317824,0,1,0.249570564,0.843776,0,1,1.406668044,10.9568,0,1,1.777146094,9.510912,3,1,6.593644519,439.484416,0.012903226,0,0,0,0.005847953
33,31/05/2023 17:52,975,24.25,9.277777778,19.6,23.125,975,9.625,22.75,0,1,3.479766061,10.743808,0,1,2.76985603,10.846208,4,0.5,7.151369887,23.535616,0,1,0.67114704,9.117696,0,1,0.501382207,10.846208,0,1,0.268306133,0.794624,0,1,1.413799548,11.132928,0,1,1.596302003,9.793536,0,1,7.921341899,13.914112,0.041916168,0,0,0,0.024137931
34,31/05/2023 17:54,24.25,24.25,15.25,19.2,,,975,23.01470588,0,1,3.742620573,10.612736,0,1,2.273468039,10.223616,0,1,11.10615987,25.288704,0,1,0.353965533,9.326592,1,0.916666667,1.450629082,19.587072,0,1,0.134899777,0.794624,0,1,1.1678342,11.206656,0,1,1.304275727,9.990144,0,1,7.713641963,13.971456,0.014016962,,0.9,0,0.043956044
35,31/05/2023 17:56,975,46.25,93.5,350,4.8,975,,221.75,0,1,2.497479858,10.489856,2,1,99.67115345,16.384,0,1,8.493799286,11.93984,0,1,0.583865815,8.92928,0,1,0.45361214,22.30272,0,1,0.09452484,0.811008,0,1,1.671577779,11.03872,0,1,1.11097578,9.654272,0,1,7.769584918,14.409728,0.018292683,0,0,0,0.00872093
36,31/05/2023 17:58,975,24.25,9.375,17,4.8,975,24.25,23.07386364,0,1,4.645979635,11.063296,0,1,3.096974954,11.628544,0,1,10.21905671,10.784768,0,1,0.625611557,8.76544,0,1,1.141493124,23.003136,3,1,0.363878369,436.785152,0,1,1.681707052,11.567104,0,1,1.233947454,9.998336,0,1,8.399123626,13.123584,0.029411765,0,0,0,0.014285714
37,31/05/2023 18:00,975,43.75,9.6,19.875,22.75,975,9.75,23.80263158,0,1,4.097790365,10.67008,0,1,2.60728567,10.866688,0,1,10.16185969,11.517952,0,1,0.631146461,8.974336,0,1,1.185167997,10.67008,0,1,0.248987976,0.954368,4,0.5,1.597862463,19.787776,0,1,1.852298271,9.654272,0,1,7.97929255,14.041088,0.041916168,0,0,0,0.022535211
38,31/05/2023 18:03,975,24.25,9.5,1045,22.375,975,9.5,28.125,2,1,99.96989899,16.32256,0,1,1.72720403,11.341824,0,1,8.879206049,12.55424,0,1,0.450422766,9.494528,0,1,1.102169405,10.932224,0,1,0.162870748,0.913408,0,1,1.669318733,19.972096,0,1,1.7193104,9.388032,0,1,8.526935035,14.245888,0.024691358,0,0,0,0.013114754
39,31/05/2023 18:05,975,24.25,11.5,18.55,21.25,975,9.5,24.46710526,0,1,4.087261598,10.71104,0,1,2.582572216,10.764288,0,1,8.636032121,10.960896,3,1,0.61829601,531.902464,0,1,1.138358348,11.18208,0,1,0.227223734,0.913408,0,1,1.227791155,8.68352,0,1,1.187259661,9.396224,0,1,6.942320483,13.463552,0.024875622,0,0,0,0.013736264
40,31/05/2023 18:07,975,48.75,9.555555556,30.46875,22.75,975,9.75,22.84782609,0,1,2.040455501,10.715136,0,1,2.610703066,11.288576,0,1,9.568159989,10.842112,0,1,0.0687459,9.064448,0,1,0.980340843,10.092544,0,1,0.222206704,0.917504,0,1,1.503263061,8.675328,0,1,0.649132349,9.793536,4,0.5,7.276101148,23.01952,0.033333333,0,0,0,0.015503876
41,31/05/2023 18:09,9750,46.25,4687.5,17,4875,975,4750,6687.5,0,1,1.822944674,11.071488,0,1,1.677897931,11.370496,1,1,3.879418148,13.365248,0,1,0.300200856,9.125888,0,1,0.525423088,11.157504,0,1,0.291625537,0.909312,0,1,0.911475794,8.978432,0,1,0.449890287,9.945088,0,1,3.486461056,28.422144,0.060606061,0,0,0,0.031746032
42,31/05/2023 18:11,975,40,20.5,30.71428571,96.66666667,975,24.25,29.10714286,0,1,2.971257151,10.964992,0,1,1.762519201,11.440128,0,1,9.717058871,12.750848,0,1,0.665959226,9.412608,2,1,100.4490897,16.023552,0,1,0.123791271,0.9216,0,1,1.586660115,8.66304,0,1,1.764682501,9.428992,0,1,8.402551809,13.369344,0.029411765,0,0,0,0.015015015
43,31/05/2023 18:14,975,24.25,16,19.11538462,23,975,9.75,23.69285714,0,1,6.080529162,10.866688,3,1,3.351341274,576.331776,0,1,10.95506935,14.299136,0,1,0.593480736,9.764864,0,1,1.288392317,10.141696,0,1,0.304918678,1.019904,0,1,1.563006113,8.3968,0,1,1.276642467,9.981952,0,1,7.904008641,13.090816,0.018181818,0,0,0,0.009615385
44,31/05/2023 18:16,4875,47.5,9.571428571,16.85714286,23.875,4875,9.5,23.305,0,1,3.668171767,11.051008,0,1,2.575170178,10.46528,0,1,10.81876062,12.541952,0,1,0.364880952,9.416704,0,1,0.783401071,10.063872,4,0.583333333,0.314765342,2.342912,0,1,1.256965456,8.224768,0,1,0.927046325,10.510336,0,1,7.691345973,13.668352,0.027932961,0.8125,0.882352941,0,0.059800664
45,31/05/2023 18:18,4875,45,9.333333333,23.78125,23.125,4875,9.75,23.03333333,0,1,3.961724957,11.173888,0,1,2.859593954,10.702848,0,1,9.302706186,12.959744,0,1,0.781464572,9.814016,0,1,0.783339453,10.645504,0,1,0.254864851,2.29376,1,1,1.545454545,9.40032,0,1,1.299075286,9.715712,0,1,7.729011637,13.012992,0.016574586,0.625,0.857142857,0,0.03986711
46,31/05/2023 18:20,4875,43.75,16.75,19,22.75,4875,9.5,23.5,3,1,3.904788779,519.962624,0,1,2.55504455,9.580544,0,1,11.37472794,13.340672,0,1,0.450626134,9.220096,0,1,0.730339654,10.32192,0,1,0.133599853,1.396736,0,1,1.185044146,8.47872,0,1,1.661049784,9.453568,0,1,8.323902687,13.082624,0.012738854,0.652173913,0.8,0,0.03343465
47,31/05/2023 18:22,4875,24.25,9,16.9,24.03571429,4875,20.5,23.665,0,1,4.042971542,11.24352,0,1,2.514951944,9.551872,0,1,9.055370102,12.570624,4,0.583333333,0.950544214,19.61984,0,1,0.74821529,10.579968,0,1,0.232462137,0.8192,0,1,1.260771879,8.421376,0,1,1.167417876,9.498624,0,1,7.544077295,12.754944,0.016574586,0.46875,0.888888889,0,0.038781163
48,31/05/2023 18:24,4875,,9.625,975,24.25,4875,9.75,2000,0,1,1.188294717,11.104256,0,1,1.004366725,8.630272,0,1,3.307043514,13.283328,0,1,0.340298591,20.512768,0,1,0.515084592,10.072064,0,1,0.186355057,0.823296,0,1,0.626762962,8.45824,0,1,0.590112742,9.703424,1,1,8.764748221,25.00608,0.06557377,0.666666667,0.75,0,0.052238806
49,31/05/2023 18:27,4875,24.25,200,20.91666667,197.5,4875,95,236.875,0,1,3.413015457,11.1616,0,1,2.149000931,9.03168,2,1,100.3456656,19.009536,0,1,0.365913262,8.740864,0,1,0.771064448,10.15808,0,1,0.207196244,0.786432,0,1,0.926664398,8.343552,0,1,1.362458904,10.19904,0,1,5.552744192,26.976256,0.026490171,0.555547326,0.714285714,0,0.04516129
50,31/05/2023 18:29,4875,24.25,14.5,17.8125,22.75,4875,9.625,23.07386364,0,1,3.290784822,11.40736,0,1,2.391940299,7.909376,0,1,8.004882836,13.18912,0,1,0.320385014,8.884224,3,1,0.723012391,433.639424,0,1,0.183564978,0.831488,0,1,1.193976948,8.339456,0,1,1.169446095,9.650176,0,1,6.827199775,26.189824,0.026490066,0.448275862,0.75,0,0.033033033
51,31/05/2023 18:31,4875,45,14.5,32.85714286,22.5625,4875,19.75,24.60869565,0,1,5.542007861,11.440128,4,0.5,2.070724881,13.746176,0,1,8.583682604,14.454784,0,1,0.551872067,8.470528,0,1,0.772316384,10.715136,0,1,0.262519357,0.790528,0,1,0.011784412,8.310784,0,1,1.427213593,10.17856,0,1,8.583396313,12.34944,0.023121387,0.342105263,0.75,0,0.033846154
52,31/05/2023 18:33,4875,46.25,10,16.75,9.5,4875,4.8,23.91666667,0,1,3.975205017,11.522048,0,1,2.295939628,14.921728,0,1,8.242488619,14.618624,0,1,0.722630316,8.880128,0,1,0.68220702,10.727424,1,0.916666667,0.070786333,1.437696,0,1,0.015711297,8.462336,0,1,1.583495674,9.6256,0,1,8.228405731,12.230656,0.050359712,0.851851852,0.857142857,0,0.058181818
53,31/05/2023 18:35,4875,47.8125,16,18.85,23.5,4875,9.25,36.94444444,0,1,3.959080122,11.370496,0,1,2.272740765,6.238208,0,1,5.766145177,14.872576,0,1,0.42183879,9.097216,0,1,0.864775278,10.674176,0,1,0.216769296,1.61792,2,1,100.4793562,13.615104,0,1,0.665467626,9.773056,0,1,5.338266299,12.94336,0.022900903,0.687504687,0.714285714,0,0.033670034
54,31/05/2023 18:37,4875,45,15.25,22.75,22,4875,9.75,23.7,4,0.5,3.709929482,20.488192,0,1,1.943785031,6.135808,0,1,8.893333333,14.974976,0,1,0.332555095,8.712192,0,1,0.58052425,10.407936,0,1,0.129474256,0.851968,0,1,0.019002675,8.02816,0,1,1.014873168,9.29792,0,1,7.051858391,13.512704,0.017142857,0.722222222,0.928571429,0.479897837,0.045977011
55,31/05/2023 18:40,9750,44.375,975,21.25,21.25,4875,9.75,22.06818182,0,1,3.983466294,20.979712,0,1,2.104840706,5.87776,0,1,8.678296396,14.426112,1,1,0.688480773,16.01536,0,1,0.510755064,10.964992,0,1,0.185777302,0.823296,0,1,0.016612096,7.962624,0,1,1.163844093,9.5232,0,1,8.400343363,12.51328,0.025420067,0.440123111,1,0,0.029411765
56,31/05/2023 18:42,4875,48.33333333,23.35,23.86,9.5,4875,,45.9375,0,1,3.597762637,10.031104,0,1,1.857313357,6.3488,0,1,4.260967605,15.392768,0,1,0.233293698,17.649664,0,1,0.580577733,10.93632,0,1,0.215870509,0.794624,0,1,0.011308434,7.962624,0,1,0.696381455,9.793536,2,1,100.1045604,18.706432,0.027971871,0.727292568,1,0,0.043887147
57,31/05/2023 18:44,4875,48.33333333,14.5,15.25,23.5,4875,9.75,23.29411765,0,1,3.312174707,9.478144,0,1,2.227720757,6.483968,3,1,8.553404808,508.739584,0,1,0.536098671,12.296192,0,1,0.723905636,11.014144,0,1,0.201657459,0.794624,0,1,0.031895483,9.27744,0,1,1.682604577,10.010624,0,1,7.340617424,16.904192,0.01754386,0.529411765,1,0,0.029325513
58,31/05/2023 18:46,975,46.25,16,27,4.8,975,,23.43918919,0,1,4.10431836,9.367552,0,1,2.324216251,6.627328,0,1,9.72209382,19.566592,0,1,0.710010302,12.283904,4,0.5,1.482746318,19.80416,0,1,0.26077223,0.815104,0,1,0.046548284,9.428992,0,1,1.602449889,9.863168,0,1,8.066695312,16.273408,0.011363636,0.55465587,0,0,0.005586592
59,31/05/2023 18:48,2425,46.25,975,7700,,975,,3375,0,1,1.803100159,11.40736,1,1,1.445249176,9.322496,0,1,3.813682731,19.345408,0,1,0.2825631,12.115968,0,1,0.589210647,22.654976,0,1,0.24158037,0.835584,0,1,0.058921111,9.428992,0,1,0.415649614,10.018816,0,1,4.035401298,18.04288,0,0,0,0.152173913,0.053571429
60,31/05/2023 18:51,975,46.875,17.5,22.796875,9,975,9.625,24.80357143,0,1,3.204893976,10.330112,0,1,1.74019981,8.609792,0,1,8.161353712,20.484096,0,1,0.554355087,12.14464,0,1,0.900332971,10.32192,2,1,99.81429319,6.20544,0,1,0.058234754,9.428992,0,1,1.26409027,9.969664,0,1,7.043985517,16.846848,0.017045455,0,0,0,0.01179941
61,31/05/2023 18:53,975,46.66666667,9.5,16.6,23.75,975,9.6875,23.65384615,0,1,3.954412612,10.71104,0,1,2.47947394,9.805824,0,1,9.572529983,20.180992,0,1,0.654487293,12.087296,0,1,1.020372005,10.059776,0,1,0.168485811,0.843776,3,1,5.978206821,514.347008,0,1,1.850004536,9.64608,0,1,8.558089073,15.765504,0.02688172,0,0,0,0.019047619
62,31/05/2023 18:55,975,24.25,17.5,2490.625,4.8,975,9.5,24.15384615,1,1,2.704098478,12.099584,0,1,1.751321714,10.79296,0,1,5.219789218,19.59936,0,1,0.256840104,12.00128,0,1,0.898997952,10.768384,0,1,0.237937898,0.811008,0,1,0.024600097,7.84384,0,1,0.88077115,10.043392,0,1,5.630921053,17.05984,0.010204082,0,0,0.042857143,0.01843318
