,timestamp,latency_edgex-core-command_edgex-core-metadata,latency_edgex-ui_edgex-core-command,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-ui_edgex-core-data,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-ui_edgex-core-metadata,latency_edgex-core-command_edgex-device-mqtt,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-metadata,error_edgex-ui,error_edgex-core-data
0,2023-05-21 20:20:44,20.499999999999993,4708.333333333333,9.375,23.75,18.538461538461526,24.25,23.48295454545454,4718.75,0,0.0,1.0904647638292497,9.445376,0,1.0,0.010286445516291015,4.722688,0,0.0,1.1730199923106497,8.37632,0,0.0,0.7478792692613185,7.081984,0,1.0,0.7536504617529186,8.74496,0,0.0,4.834278535534818,9.322496,0,1.0,0.22892080116611777,1.765376,0,1.0,0.952180170575693,8.491008,0,1.0,1.379702507437314,8.187904,0.24,0.37499999999999994,0.01764705882352941,0.010025062656641605,
1,2023-05-21 20:21:44,9.375,4124.999999999999,9.666666666666666,21.249999999999993,20.49999999999999,24.25,22.875,4124.999999999999,0,0.0,2.2889836098848124,10.903552,0,1.0,8.407421690539898,10.24,0,1.0,3.53044621579423,9.232384,0,1.0,0.6126583576960558,8.798208,0,1.0,1.3192203035060177,8.17152,0,1.0,9.071124647695246,9.486336,0,0.0,0.2809086381495215,1.900544,0,1.0,0.902188740710577,10.575872,0,1.0,1.4640095465393788,8.265728,0.05,0.0,0.025641025641025647,0.029801324503311265,
2,2023-05-21 20:22:44,9.166666666666666,975.0,8.499999999999998,21.25,17.875000000000007,24.25,22.546875,975.0,0,1.0,2.648743940061705,11.763712,0,1.0,8.272600349040129,11.567104,0,1.0,4.530015867418902,8.814592,0,1.0,0.4399092970521542,7.991296,0,1.0,1.0784974763815194,8.76544,0,1.0,9.805142566191444,10.3424,0,1.0,0.24493569807514498,1.8432,0,1.0,0.990990499071748,9.781248,0,1.0,1.7846938775510197,8.249344,0.023255813953488375,0.0,0.030150753768844223,0.023936170212765957,
3,2023-05-21 20:23:44,15.249999999999982,975.0,4.8,9.666666666666666,24.81249999999997,24.25,23.20454545454545,975.0,0,1.0,2.3787162574813703,14.217216,0,1.0,7.188086383506219,11.874304,0,1.0,3.603418557885668,9.109504,0,1.0,0.5541160409556327,8.650752,0,1.0,1.802154891893848,8.388608,0,1.0,7.906345787424426,10.174464,0,1.0,0.3106794802382245,1.871872,0,1.0,1.1815194487157594,9.990144,0,1.0,1.5228705957041588,8.114176,0.0,0.0,0.016759870073334897,0.008645533141210375,
4,2023-05-21 20:24:45,8.857142857142856,975.0,,23.5,23.499999999999964,47.916666666666664,23.0,975.0,0,1.0,2.4452723535457346,15.376384,0,1.0,6.768423426325616,12.156928,0,1.0,4.331960108118173,9.588736,0,1.0,0.5125900589476751,8.671232,0,1.0,2.0231997574410014,8.708096,0,1.0,8.971322390833075,10.416128,0,1.0,0.220841312001976,1.859584,0,1.0,0.9961466165413515,10.063872,0,1.0,1.4522155754957342,8.609792,0.0,0.0,0.02369668246445497,0.010025062656641605,
5,2023-05-21 20:25:45,9.416666666666666,975.0,9.249999999999998,23.125,9.945833333333333,45.0,22.374999999999996,975.0,0,1.0,3.194208701888599,17.952768,0,1.0,6.743331000699772,13.135872,0,1.0,4.042930823286696,10.448896,0,1.0,0.39688287682742374,8.552448,0,1.0,1.753248026417625,8.921088,0,1.0,9.591525094651022,9.572352,0,1.0,0.29265015541963285,1.839104,0,1.0,0.9340161760806166,12.238848,0,1.0,1.5351167582417555,8.224768,0.0,0.0,0.03636504463334818,0.008670520231213874,
6,2023-05-21 20:26:45,8.875,975.0,9.666666666666666,23.75,16.93749999999998,46.666666666666664,22.94642857142857,975.0,0,1.0,2.343741565452082,15.343616,0,1.0,7.762444444444435,12.689408,0,1.0,4.164766507511361,9.756672,0,1.0,0.4933864244384993,8.462336,0,1.0,1.4444629822732047,8.47872,0,1.0,10.303789808917182,10.829824,0,1.0,0.3237902342894687,1.859584,0,1.0,1.6247314217974362,9.986048,0,1.0,1.5446449456975762,8.945664,0.0,0.0,0.03726708074534161,0.023728813559322035,
7,2023-05-21 20:27:45,9.461538461538462,975.0,,9.375,22.94999999999998,45.0,23.59375,975.0,0,1.0,2.510705028512188,15.712256,0,1.0,8.158436322201776,12.255232,0,1.0,4.163599957283223,9.703424,0,1.0,0.5778614617587785,8.413184,0,1.0,1.5036034159550076,8.728576,0,1.0,12.389927310488028,10.661888,0,1.0,0.23930751708428305,1.847296,0,1.0,1.1271502799778048,10.371072,0,1.0,1.310912834591628,8.531968,0.0,0.0,0.017142857142857144,0.006079027355623099,
8,2023-05-21 20:28:45,9.25,975.0,9.0,22.0,11.874999999999957,45.0,22.927631578947373,975.0,0,1.0,2.363724035608313,15.347712,0,1.0,7.947910555155774,12.04224,0,1.0,4.193459889773412,10.010624,0,1.0,0.5343883943290472,8.224768,0,1.0,1.0707454376739847,8.634368,0,1.0,9.883362538042956,10.887168,0,1.0,0.19885601577909182,2.00704,0,1.0,0.971388334101503,10.784768,0,1.0,1.3810403316999655,8.27392,0.0,0.0,0.00584795321637427,0.01098901098901099,
9,2023-05-21 20:29:45,8.249999999999998,975.0,9.5,22.0,24.892857142857125,24.25,22.59375,975.0,0,1.0,2.486235909165174,15.691776,0,1.0,6.889294894060451,12.04224,0,1.0,3.591482076724177,9.834496,0,1.0,0.45764605854488155,8.163328,0,1.0,1.315164801935289,9.252864,0,1.0,8.996836405092147,11.30496,0,1.0,0.24215146299483647,1.867776,0,1.0,1.0373667377398719,10.575872,0,1.0,1.2638605751729182,8.704,0.0,0.0,0.0410958904109589,0.01392757660167131,
10,2023-05-21 20:31:56,9.666666666666666,975.0,,,7916.666666666665,24.25,23.562499999999996,975.0,0,1.0,1.3269990473165945,16.175104,0,1.0,5.3889533478365665,13.86496,1,0.9166666666666666,1.0242488246916945,21.286912,0,1.0,0.2649328131772858,8.568832,0,1.0,0.9508581018894455,8.740864,0,1.0,5.811913894773031,10.56768,0,1.0,0.24268990965771736,1.998848,0,1.0,0.8940055762081777,10.031104,0,1.0,0.6399940405244325,8.626176,0.0,0.0,0.030303030303030307,0.05063291139240506,0.07843137254901962
11,2023-05-21 20:34:06,23.772727272727273,975.0,4.8,9.25,15.812500000000004,47.916666666666664,24.785714285714285,975.0,0,1.0,2.2178727665629934,15.79008,0,1.0,5.319373095341716,12.378112,0,1.0,3.3738384099122394,21.651456,2,1.0,99.88675970529894,13.664256,0,1.0,0.8827475572407755,8.912896,0,1.0,6.56708848624291,11.075584,0,1.0,0.2061422721645576,1.880064,0,1.0,0.9261084865387916,9.904128,0,1.0,1.0098430346631821,8.74496,0.0,0.0,0.01840490797546012,0.006369426751592357,0.0
