,timestamp,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-core-command_edgex-device-mqtt,latency_edgex-ui_edgex-core-command,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-core-command_edgex-core-metadata,latency_edgex-ui_edgex-core-metadata,latency_edgex-ui_edgex-core-data,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,error_edgex-device-mqtt,error_edgex-core-metadata,error_edgex-ui,error_edgex-core-command,error_edgex-core-data
10,2023-05-06 11:17:15,9.25,20.499999999999993,975.0,975.0,24.25,15.99999999999998,23.316326530612248,19.916666666666643,0,1.0,2.6389605883985157,14.843904,0,1.0,0.7332690048665604,17.432576,0,1.0,0.2499716162517446,1.724416,0,1.0,0.6139337565206514,9.003008,0,1.0,1.7755458837415188,10.309632,0,1.0,4.3855854927618445,16.920576,0,1.0,7.85459085396303,12.046336,0,1.0,0.5277523212347742,8.450048,0,1.0,7.233785549816453,11.9808,0.0,0.013605442176870748,0.014492753623188406,0.0,0.0
11,2023-05-06 11:18:15,9.75,9.25,975.0,975.0,24.25,9.166666666666666,22.993243243243242,9.71875,0,1.0,2.9171276691593033,14.831616,0,1.0,0.8754368932038887,17.924096,0,1.0,0.2528118310955548,1.728512,0,1.0,0.6044300059066732,9.15456,0,1.0,1.5144989972517104,10.334208,0,1.0,4.077141186787601,17.358848,0,1.0,9.335135776117585,11.354112,0,1.0,0.417919174548582,8.331264,0,1.0,6.288549934433048,11.771904,0.0,0.02976190476190476,0.01875,0.0,0.0
12,2023-05-06 11:19:15,9.75,24.0,975.0,975.0,24.25,11.5,23.013513513513516,20.124999999999943,0,1.0,2.528301714702664,14.774272,0,1.0,1.3992445796134843,16.777216,0,1.0,0.2740586963940402,1.814528,0,1.0,0.4009354485776768,9.228288,0,1.0,1.411362266425578,10.457088,0,1.0,4.623617283950534,16.953344,0,1.0,10.727398298169982,10.657792,0,1.0,0.43919233004067537,8.871936,0,1.0,7.679532806092585,12.251136,0.0,0.02666666666666667,0.014124293785310734,0.0,0.0
13,2023-05-06 11:20:15,9.625,22.75,975.0,975.0,24.25,11.5,23.05,16.974999999999998,0,1.0,2.403752208077038,14.696448,0,1.0,1.1282442051469075,17.14176,0,1.0,0.21630606104026043,1.753088,0,1.0,0.528016163171064,8.896512,0,1.0,1.5558271713938991,10.149888,0,1.0,4.466876290595018,17.506304,0,1.0,10.404984871019042,10.952704,0,1.0,0.4923891767415086,9.043968,0,1.0,6.973234332812252,12.013568,0.0,0.020134228187919462,0.006535947712418302,0.0,0.0
14,2023-05-06 11:21:15,9.75,23.5,975.0,975.0,24.25,9.538461538461538,22.784090909090907,32.656249999999986,0,1.0,2.633899740617205,14.508032,0,1.0,0.6886570403138657,17.707008,0,1.0,0.20211925560197913,1.728512,0,1.0,0.8885972432895896,8.671232,0,1.0,1.5953111276264753,10.686464,0,1.0,4.319790732436508,17.457152,0,1.0,9.850368154624913,11.198464,0,1.0,0.4058628198149179,8.597504,0,1.0,7.641894995898236,12.050432,0.0,0.04093567251461989,0.03367003367003367,0.0,0.0
15,2023-05-06 11:22:16,9.75,23.5,975.0,975.0,24.25,9.661764705882351,22.431818181818176,20.19999999999996,0,1.0,2.745245778611611,14.270464,0,1.0,1.1836539115067957,17.375232,0,1.0,0.2532290805202799,1.744896,0,1.0,0.5140805887104022,8.699904,0,1.0,1.7989299928231344,10.38336,0,1.0,4.387763734326978,17.260544,0,1.0,10.199067739267715,10.67008,0,1.0,0.5612828500678921,8.859648,0,1.0,6.696152375124309,12.824576,0.0,0.025477707006369428,0.009146341463414635,0.0,0.0
16,2023-05-06 11:23:16,9.75,9.75,975.0,975.0,24.25,9.499999999999998,22.64285714285714,21.4,0,1.0,2.5534758959839263,14.835712,0,1.0,0.7653069275683039,16.756736,0,1.0,0.24622597716091782,1.724416,0,1.0,0.6478217073784978,8.736768,0,1.0,1.3428893021434816,10.891264,0,1.0,4.219668232356162,17.248256,0,1.0,8.188894189991517,11.354112,0,1.0,0.4186650657643429,8.884224,0,1.0,6.544848674925498,13.262848,0.0,0.026041666666666668,0.011730205278592375,0.0,0.0
17,2023-05-06 11:24:16,9.625,22.75,975.0,975.0,24.25,9.1,23.317073170731703,24.69999999999998,0,1.0,2.6197139098980484,14.577664,0,1.0,1.1520742577575591,17.596416,0,1.0,0.24529614901631996,1.728512,0,1.0,0.5288233124308441,8.851456,0,1.0,1.3207627815222445,9.818112,0,1.0,4.098537005163453,17.321984,0,1.0,8.919298381475995,11.628544,0,1.0,0.44309183202584596,8.54016,0,1.0,6.294115257384983,13.463552,0.0,0.010471204188481676,0.008670520231213874,0.0,0.0
18,2023-05-06 11:25:16,9.5,4.8,975.0,975.0,24.25,9.299999999999999,22.53571428571428,18.24999999999997,0,1.0,2.68237944664019,14.467072,0,1.0,1.2324279247081236,17.051648,0,1.0,0.2788312248418617,1.724416,0,1.0,0.6190050130084332,9.44128,0,1.0,1.6613111274390258,10.010624,0,1.0,3.531469039404204,17.371136,0,1.0,9.132664343227974,10.73152,0,1.0,0.8233517689403913,8.830976,0,1.0,7.30739406416196,12.783616,0.0,0.014218009478672982,0.011527377521613836,0.0,0.0
19,2023-05-06 11:26:16,23.5,22.0,975.0,975.0,24.25,9.624999999999998,23.598684210526315,17.35000000000003,0,1.0,2.518679190471701,14.401536,0,1.0,1.0508454322757925,17.895424,0,1.0,0.22136190625163124,1.744896,0,1.0,0.6844975989852431,8.720384,0,1.0,1.3837160222860283,9.883648,0,1.0,4.340052484828556,17.219584,0,1.0,11.077190975532286,11.460608,0,1.0,0.40108454670740823,8.921088,0,1.0,7.485822710190844,13.099008,0.0,0.02702702702702703,0.015772870662460567,0.0,0.0
20,2023-05-06 11:27:16,9.75,22.0,975.0,975.0,24.25,9.5,22.347560975609753,20.50000000000005,0,1.0,2.6640573318632255,14.41792,0,1.0,1.0347275883307827,16.924672,0,1.0,0.22900319522289533,1.748992,0,1.0,0.7115212366368167,9.289728,0,1.0,1.4881037371603636,9.89184,0,1.0,4.353944228111965,17.547264,0,1.0,10.21113666228648,11.227136,0,1.0,0.3775877736472399,9.043968,0,1.0,7.470228727310947,13.078528,0.0,0.038461538461538464,0.011111111111111112,0.0,0.0
21,2023-05-06 11:28:17,9.75,23.125,975.0,975.0,24.25,14.499999999999977,23.18181818181818,19.187499999999996,0,1.0,2.409036787419325,14.594048,0,1.0,0.7289926694670941,17.620992,0,1.0,0.27454000499542436,1.712128,0,1.0,0.845830792682937,8.794112,0,1.0,1.4338275707803325,10.313728,0,1.0,3.809619623178056,17.440768,0,1.0,9.81586124222675,10.67008,0,1.0,0.33046752079118547,8.716288,0,1.0,6.808295252110601,12.599296,0.0,0.039216762720764166,0.015060240963855423,0.0,0.0
22,2023-05-06 11:29:17,4.8,23.95,975.0,975.0,24.25,9.416666666666666,22.780612244897956,9.766304347826086,0,1.0,2.633308399230627,14.7456,0,1.0,1.0013029315960784,17.1008,0,1.0,0.21667183526638836,1.7408,0,1.0,0.8107796416317237,9.035776,0,1.0,1.657873930856036,10.268672,0,1.0,4.134774246726016,17.36704,0,1.0,10.986759753017104,11.624448,0,1.0,0.4424959133632992,8.482816,0,1.0,6.7771129628470055,12.320768,0.0,0.044692737430167606,0.025862068965517244,0.0,0.0
23,2023-05-06 11:30:17,9.625,23.0,975.0,975.0,24.25,9.653846153846153,22.945000000000007,14.687500000000028,0,1.0,2.4964001114516785,14.426112,0,1.0,0.926653244540842,17.26464,0,1.0,0.23641526811297836,1.753088,0,1.0,0.6608728626585767,9.125888,0,1.0,1.555926939288627,10.018816,0,1.0,3.7545641420954756,17.035264,0,1.0,9.986799018768888,11.169792,0,1.0,0.48202670117037844,8.51968,0,1.0,7.168587616762802,13.369344,0.0,0.021388496835828653,0.016835016835016835,0.0,0.0
24,2023-05-06 11:31:17,9.75,9.5,975.0,975.0,24.25,9.633333333333333,22.86931818181818,27.749999999999964,0,1.0,2.7271539632925497,14.270464,0,1.0,1.4611184248182993,16.920576,0,1.0,0.19018531228551683,1.748992,0,1.0,0.7470689804023077,8.790016,0,1.0,1.6455543890818154,9.854976,0,1.0,4.818096387619659,17.604608,0,1.0,10.65044717516174,10.932224,0,1.0,0.32620408802568845,8.884224,0,1.0,7.7331096925482585,12.951552,0.0,0.033980120473736455,0.012698412698412698,0.0,0.0
25,2023-05-06 11:32:17,9.6875,23.125,975.0,975.0,24.25,19.749999999999993,23.20731707317073,17.5,0,1.0,2.5595773950366896,14.467072,0,1.0,1.035727721608273,16.941056,0,1.0,0.2023492997767359,1.753088,0,1.0,0.8093194481294826,8.835072,0,1.0,1.643008695652186,9.981952,0,1.0,4.057223508157746,17.26464,0,1.0,8.687464161532388,11.579392,0,1.0,0.5694013033680551,8.720384,0,1.0,7.126532146161001,12.668928,0.0,0.040462427745664734,0.005221932114882507,0.0,0.0
26,2023-05-06 11:33:17,9.5,19.0,975.0,975.0,24.1,9.45,22.590909090909086,26.499999999999968,0,1.0,2.2824662063599,14.58176,0,1.0,1.2362604143626423,17.760256,0,1.0,0.2596675582728298,1.744896,0,1.0,0.49276956014013273,8.732672,0,1.0,1.5292050852193468,9.936896,0,1.0,3.8343486469476975,17.563648,0,1.0,8.627391198933244,11.743232,0,1.0,0.5993349493442742,8.82688,0,1.0,6.92215314136127,13.111296,0.0,0.025157232704402517,0.01342281879194631,0.0,0.0
27,2023-05-06 11:34:18,9.625,22.5,975.0,975.0,24.25,9.571428571428571,23.46341463414634,21.999999999999996,0,1.0,2.65697854077248,15.147008,0,1.0,1.241081190524416,16.97792,0,1.0,0.2078112687155342,1.728512,0,1.0,0.9326752832861138,8.654848,0,1.0,1.4496770286636933,10.145792,0,1.0,4.404596648164989,17.53088,0,1.0,8.152401092607331,11.3664,0,1.0,0.46164771181368164,8.613888,0,1.0,6.9223906771510775,12.365824,0.0,0.04487179487179487,0.02572347266881029,0.0,0.0
28,2023-05-06 11:35:18,9.625,23.8,975.0,975.0,24.25,9.61111111111111,22.556451612903224,17.79999999999999,0,1.0,2.4143305186972097,14.675968,0,1.0,1.2283604381015913,17.338368,0,1.0,0.2592978158807826,1.728512,0,1.0,0.8597039324312175,9.076736,0,1.0,1.4452156910668634,9.74848,0,1.0,4.037851112816571,17.850368,0,1.0,9.507278901520571,11.452416,0,1.0,0.6568370986920301,8.564736,0,1.0,6.921315869323376,13.463552,0.0,0.01714340551248569,0.010067114093959731,0.0,0.0
29,2023-05-06 11:36:18,9.5,21.249999999999993,975.0,975.0,38.749999999999986,20.499999999999993,22.803571428571438,30.41666666666663,0,1.0,2.6885774640629396,14.757888,0,1.0,1.2084152829276527,17.7152,0,1.0,0.2631542556869359,1.736704,0,1.0,1.2209461194719775,8.74496,0,1.0,1.5583144067276697,9.875456,0,1.0,4.954557650741736,17.158144,0,1.0,9.910173616745144,12.189696,0,1.0,0.3621349969673444,9.007104,0,1.0,7.215982373172956,13.201408,0.0,0.04069767441860465,0.01547987616099071,0.0,0.0
30,2023-05-06 11:38:29,9.25,21.249999999999993,975.0,975.0,24.25,9.299999999999999,22.9,22.281250000000007,0,1.0,2.4533702517954312,14.430208,0,1.0,0.9190945406124638,17.416192,0,1.0,0.16860477682913863,1.748992,0,1.0,0.7731356068311975,9.179136,0,1.0,1.4771063335270296,9.760768,1,1.0,4.407795979151237,17.22368,0,1.0,9.56555408568239,10.838016,0,1.0,0.3425090452632359,9.117696,0,1.0,7.570740837468483,13.139968,0.0,0.01129943502824859,0.00872093023255814,0.0,0.0
31,2023-05-06 11:40:40,4.8,23.5,975.0,975.0,,9.571428571428571,22.826923076923073,19.84375,0,1.0,2.5644690748291477,14.393344,0,1.0,1.4131868131868346,17.8176,0,1.0,0.2820991330818646,1.732608,0,1.0,0.45700132100395624,9.490432,0,1.0,1.527759352613429,10.28096,0,1.0,4.070099521289912,17.391616,0,1.0,10.122826670244098,11.440128,3,1.0,8.165521073101042,500.891648,0,1.0,7.374300272714226,12.939264,0.0,0.015789473684210527,0.010443864229765015,0.0,0.0
32,2023-05-06 11:42:50,,,,975.0,,,23.575757575757578,19.75,0,1.0,0.45263329883983183,14.426112,0,1.0,0.5201806540132106,18.06336,0,1.0,0.16653770019793152,1.716224,0,1.0,0.060297154658106054,9.101312,0,1.0,0.695132993774829,9.818112,0,1.0,0.6266975959511298,17.813504,0,1.0,0.3760249496458853,11.759616,0,1.0,0.06761355230062578,9.760768,4,0.5,0.659199849090614,19.525632,0.0,0.0,0.0018518518518518521,0.0,0.0
33,2023-05-06 11:45:01,9.75,22.75,975.0,975.0,47.5,9.55,22.45833333333333,18.538461538461537,0,1.0,2.5185718735398632,14.340096,0,1.0,0.8874140162091789,17.416192,0,1.0,0.27555619485996846,1.716224,0,1.0,1.0349258005727544,9.207808,0,1.0,1.6059473959696264,10.018816,0,1.0,3.9861830038719903,17.854464,1,1.0,10.678927807185525,12.480512,0,1.0,0.4502223227070726,10.141696,0,1.0,7.642690058479534,24.735744,0.0,0.011363636363636366,0.006153846153846154,0.0,0.0
34,2023-05-06 11:47:11,9.6875,22.0,975.0,975.0,45.0,9.642857142857142,23.08510638297872,27.708333333333314,0,1.0,2.9018769704522644,14.45888,3,1.0,1.3685866531336917,451.493888,0,1.0,0.24127088649269357,1.744896,0,1.0,0.7228565511528391,8.839168,0,1.0,1.3332228454869217,10.072064,0,1.0,4.285132833787381,17.235968,0,1.0,9.674910491483056,11.702272,0,1.0,0.42977357215274475,10.125312,0,1.0,7.092354892205635,11.9808,0.0,0.05806451612903226,0.020289855072463763,0.0,0.0
35,2023-05-06 11:49:24,22.0,23.5,975.0,975.0,24.25,69.99999999999994,23.892045454545457,18.678571428571423,4,0.5,2.546959093739402,29.069312,0,1.0,1.5595763459841507,19.009536,0,1.0,0.18920627998255338,1.744896,0,1.0,0.6222406945598999,9.355264,0,1.0,0.2604079775536533,10.186752,0,1.0,5.701948390460079,17.727488,0,1.0,8.238120950323822,14.430208,0,1.0,0.3712419121804056,10.047488,0,1.0,7.576006395786275,12.423168,0.0,0.042253521126760556,0.00946372239747634,0.0,0.0
36,2023-05-06 11:51:35,,9.625,975.0,975.0,24.25,9.333333333333332,22.796874999999996,34.062499999999986,0,1.0,2.5482250715269674,28.319744,0,1.0,1.1231665119419076,19.33312,1,1.0,0.20400218549377785,1.72032,0,1.0,0.41988920776880956,9.383936,0,1.0,0.0035811139697721843,9.678848,0,1.0,4.18217242194893,17.293312,0,1.0,9.179307162632279,15.024128,0,1.0,0.37525773195876205,10.051584,0,1.0,7.227289183888947,12.058624,0.0,0.02758620689655173,0.010869565217391304,0.0,0.0
37,2023-05-06 11:53:46,8.749999999999998,21.249999999999993,975.0,975.0,24.25,9.444444444444443,21.41666666666667,20.333333333333346,0,1.0,2.1180728470007177,13.623296,0,1.0,1.2389956940990619,19.062784,0,1.0,0.17425011536686055,1.7408,0,1.0,0.5229826546002758,8.757248,3,1.0,0.07242688947960618,511.451136,0,1.0,4.262983978638152,17.408,0,1.0,7.358488411152039,15.003648,0,1.0,0.44475191680620535,10.395648,0,1.0,6.195468072442796,12.394496,0.0,0.01754385964912281,0.009009009009009009,0.0,0.0
38,2023-05-06 11:55:57,19.749999999999993,23.125,975.0,975.0,24.25,9.4375,24.937499999999996,67.50000000000013,0,1.0,2.3163247689651594,12.476416,0,1.0,1.2267437442327838,18.956288,0,1.0,0.20021927225315977,1.69984,0,1.0,0.8931420463503214,9.179136,0,1.0,0.0018820577165096037,9.879552,3,1.0,3.863148236795898,503.812096,0,1.0,8.808943136798106,14.508032,0,1.0,0.5461560396943174,10.543104,0,1.0,7.35565426768513,12.722176,0.0,0.022598870056497182,0.011799410029498527,0.0,0.0
39,2023-05-06 11:58:07,9.5,4.8,975.0,975.0,24.25,9.25,22.75,24.01923076923076,0,1.0,2.335477158800709,12.43136,0,1.0,0.8196146409760701,18.767872,0,1.0,0.16910249538442437,1.708032,0,1.0,0.592283737024234,9.064448,0,1.0,0.004255592697386806,9.78944,0,1.0,4.0699286926995395,17.559552,0,1.0,7.193852996521769,15.020032,4,0.4166666666666667,0.4990678142926666,18.706432,0,1.0,6.866233135979743,13.348864,0.0,0.015706806282722512,0.0026041666666666665,0.0,0.0
40,2023-05-06 12:00:18,9.625,22.75,975.0,975.0,24.25,9.863636363636363,22.709459459459453,9.811111111111106,0,1.0,2.043363982539233,11.382784,0,1.0,0.9388879565922683,19.607552,0,1.0,0.23200092778723697,1.69984,0,1.0,0.7058091649872895,9.05216,0,1.0,0.0021367134450069095,9.863168,0,1.0,3.4023910377884112,17.461248,0,1.0,9.911123728901234,14.659584,0,1.0,0.4402208809554382,20.013056,1,1.0,7.060473913353807,12.664832,0.0,0.0303030303030303,0.016666666666666663,0.0,0.0
41,2023-05-06 12:02:28,9.75,23.5,975.0,975.0,24.25,9.666666666666666,23.210227272727273,21.25,0,1.0,2.370036753630172,11.890688,0,1.0,1.4442107093184422,18.866176,0,1.0,0.2090264345583362,1.736704,0,1.0,0.9896054690717434,8.998912,0,1.0,0.006244271310752294,9.822208,0,1.0,4.0279655722912455,18.149376,3,1.0,13.805009587727474,485.7856,0,1.0,0.5432343899611951,8.359936,0,1.0,7.291935483870986,13.676544,0.0,0.010362694300518135,0.01231527093596059,0.0,0.0
42,2023-05-06 12:04:40,,4.8,6.749999999999995,24.125,24.25,9.863636363636363,22.726562499999993,15.156250000000002,0,1.0,2.176841305998469,12.652544,4,0.5,0.9370252196947794,28.16,0,1.0,0.11935131763605024,1.82272,0,1.0,0.8959372772630005,9.560064,0,1.0,0.0033350909570356558,9.854976,0,1.0,5.119931497826406,17.75616,0,1.0,7.432558887370281,14.454784,0,1.0,0.43157512702637285,8.138752,0,1.0,6.744973544973518,13.246464,1.0,0.032679738562091505,0.03603603603603603,0.75,0.0
43,2023-05-06 12:06:50,,,,24.25,24.25,18.249999999999993,23.35326086956522,29.374999999999886,1,1.0,2.2206379653310666,11.575296,0,1.0,0.4916250346933111,36.962304,0,1.0,0.2580899095699825,1.69984,0,1.0,0.766299427324791,9.023488,0,1.0,0.022774738935826818,9.785344,0,1.0,3.586333896934583,17.948672,0,1.0,8.437643301203513,14.880768,0,1.0,0.4213191990577136,8.634368,0,1.0,7.3549910621883585,13.139968,,0.03571428571428571,0.042553191489361694,0.75,0.0
44,2023-05-06 12:09:01,,4.8,6.749999999999995,44.99999999999999,24.25,15.249999999999982,23.80882352941176,23.038461538461533,0,1.0,2.329336175756497,12.406784,0,1.0,0.8731900187441426,35.237888,3,1.0,7.0888213030548775,521.732096,0,1.0,1.029736233225368,9.285632,0,1.0,0.006510969568324492,9.785344,0,1.0,4.489180990900006,17.608704,0,1.0,8.165502207204765,15.9744,0,1.0,0.5173553719008267,8.8064,0,1.0,7.090065161960489,13.221888,1.0,0.02824692653537537,0.04761904761904762,0.8666666666666666,0.0
45,2023-05-06 12:11:12,,,,24.25,46.25,9.583333333333332,22.639705882352942,18.699999999999974,0,1.0,2.3097757174994844,11.882496,0,1.0,,26.918912,0,1.0,0.25245737768644694,0.933888,0,1.0,0.544599486605688,9.383936,4,0.5,1.3852856021514155,18.173952,0,1.0,4.051312024352895,17.846272,0,1.0,8.049419965665937,15.396864,0,1.0,0.48356288258208,8.630272,0,1.0,6.971473289885561,13.197312,,0.013793103448275865,0.04180064308681672,0.888888888888889,0.0
46,2023-05-06 12:13:22,,,,24.25,90.0,9.388888888888888,22.79545454545454,32.32142857142856,0,1.0,2.2755011255225974,12.20608,0,1.0,,18.804736,0,1.0,0.17235300060618539,0.954368,0,1.0,0.6714396942242472,8.994816,0,1.0,0.6355212109648284,18.407424,4,0.5,2.9704469059154306,27.344896,0,1.0,7.163354103996541,15.429632,0,1.0,0.4026055441277345,8.589312,0,1.0,6.821091737666025,13.53728,,0.016759776536312845,0.03012048192771084,0.9,0.0
