,timestamp,latency_edgex-ui_edgex-core-command,latency_edgex-ui_edgex-core-data,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-ui_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-core-command_edgex-core-metadata,latency_edgex-core-command_edgex-device-mqtt,edgex-mqtt-broker,availability_edgex-mqtt-broker,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,edgex-device-mqtt,availability_edgex-device-mqtt,edgex-redis,availability_edgex-redis,edgex-core-metadata,availability_edgex-core-metadata,edgex-core-command,availability_edgex-core-command,edgex-exporter-fledge,availability_edgex-exporter-fledge,edgex-ui,availability_edgex-ui,edgex-core-data,availability_edgex-core-data,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-data,error_edgex-core-metadata,error_edgex-sys-mgmt-agent,error_edgex-ui
26,2023-05-05 12:57:45,975.0,18.035714285714256,9.5,24.15625,8.499999999999996,47.5,9.642857142857142,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.017541951577196863,0.0,0.0136986301369863
27,2023-05-05 12:58:45,975.0,9.966346153846152,9.75,24.948275862068968,4.8,24.25,9.61111111111111,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.03289473684210526,0.0,0.014705882352941175
28,2023-05-05 12:59:45,975.0,18.65384615384615,4.8,33.5,9.5,47.5,9.722222222222221,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.01257861635220126,0.0,0.012269938650306749
29,2023-05-05 13:00:45,975.0,15.0,4.8,31.56250000000002,4.8,48.33333333333333,9.714285714285715,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.020408163265306117,0.0,0.019169329073482424
30,2023-05-05 13:02:55,975.0,10.374999999999794,9.75,27.857142857142797,9.25,43.74999999999999,9.416666666666666,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0.0,0.0,0.0,0.021857923497267763,0.0,0.010526315789473684
31,2023-05-05 13:05:06,975.0,15.916666666666671,9.75,35.25,23.5,47.08333333333333,13.749999999999982,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.007518796992481204
32,2023-05-05 13:07:17,975.0,23.090909090909083,,33.12499999999995,4.8,45.0,9.571428571428571,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5,0,1.0,0.0,0.0,0.0,0.04294478527607362,0.0,0.025157232704402517
33,2023-05-05 13:09:28,975.0,18.35714285714284,9.5,39.499999999999986,23.125,47.916666666666664,9.6,975.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.020408163265306124,0.0,0.009852216748768473
34,2023-05-05 13:11:38,975.0,10.89999999999998,9.625,31.09374999999996,87.49999999999999,24.25,9.916666666666666,975.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.016393442622950817,0.0,0.0056022408963585435
35,2023-05-05 13:13:49,975.0,21.499999999999986,9.7,31.42857142857141,23.5,45.0,60.0,975.0,0,1.0,0,1.0,0,1.0,4,0.5,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.01,0.0,0.009036144578313254
36,2023-05-05 13:16:00,975.0,19.374999999999993,9.625,24.866666666666664,24.0625,46.875,9.5,975.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0472972972972973,0.0,0.008771929824561405
37,2023-05-05 13:18:11,975.0,35.20833333333338,9.625,23.527777777777775,22.0,46.875,9.444444444444443,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.053691275167785234,0.0,0.03103448275862069
38,2023-05-05 13:20:21,975.0,42.81250000000004,9.75,35.694444444444436,22.375,45.625,13.0,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0.0,0.0,0.0,0.049079754601226995,0.0,0.03103448275862069
39,2023-05-05 13:22:32,975.0,17.499999999999964,9.75,32.5,9.75,48.33333333333333,9.55,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5833333333333333,0,1.0,0,1.0,0,1.0,0.0,0.4444444444444444,0.0,0.01829268292682927,0.0,0.01366120218579235
40,2023-05-05 13:24:45,975.0,17.788461538461544,9.75,32.613636363636346,23.875,47.8125,9.714285714285715,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0.0,0.0,0.0,0.022099447513812154,0.0,0.009523809523809525
41,2023-05-05 13:26:55,975.0,11.31250000000001,22.0,37.60416666666664,22.0,47.5,9.571428571428571,975.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.06211180124223603,0.0,0.03215434083601287
42,2023-05-05 13:29:07,975.0,24.249999999999957,,23.574999999999996,9.25,47.8125,9.65625,975.0,0,1.0,0,1.0,4,0.4166666666666667,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.010714285714285714
43,2023-05-05 13:31:18,975.0,21.775000000000002,21.249999999999993,31.805555555555532,23.125,47.75,14.499999999999977,975.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.03932584269662922,0.0,0.013333333333333334
44,2023-05-05 13:33:29,975.0,24.357142857142907,,23.1875,4.8,47.5,9.5,975.0,3,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.02958579881656805,0.0,0.015290519877675839
45,2023-05-05 13:35:39,975.0,14.60714285714282,23.5,35.90909090909088,23.5,48.0,9.649999999999999,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5,0,1.0,0,1.0,0.0,0.0,0.0,0.029069767441860465,0.0,0.013114754098360656
46,2023-05-05 13:37:50,975.0,24.142857142857125,9.5,24.3203125,9.25,47.5,11.5,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5,0.0,0.0,,0.038461538461538464,0.0,0.01764705882352941
47,2023-05-05 13:40:00,975.0,19.17307692307691,9.75,37.27272727272728,23.95,24.25,9.899999999999999,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,,0.023121387283236993,0.0,0.012121212121212121
48,2023-05-05 13:42:11,975.0,16.99999999999999,9.75,37.333333333333336,24.25,48.75,9.666666666666666,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0.0,0.0,,0.04729729729729729,0.0,0.01808785529715762
49,2023-05-05 13:44:22,975.0,22.81249999999999,9.75,30.781249999999968,9.0,46.25,10.0,975.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,,0.01754385964912281,0.0,0.011363636363636366
50,2023-05-05 13:46:32,975.0,22.18749999999999,22.75,37.499999999999964,23.5,45.0,9.966666666666665,975.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,,0.0,0.0,0.005479452054794521
51,2023-05-05 13:48:43,975.0,28.999999999999915,9.5,27.857142857142797,22.0,47.5,9.9375,975.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,,0.026881720430107524,0.0,0.011869436201780416
52,2023-05-05 13:50:54,4875.0,18.166666666666668,22.0,34.24999999999998,9.75,46.25,14.499999999999977,4875.0,4,0.5,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.8333333333333333,0.9,,0.041176470588235294,0.0,0.0551948051948052
53,2023-05-05 13:53:04,4875.0,19.88636363636362,9.75,29.99999999999996,9.5,24.25,13.0,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0.6363636363636362,0.875,,0.028409090909090908,0.0,0.03939393939393939
54,2023-05-05 13:55:14,4875.0,17.636363636363633,9.75,42.16666666666666,4.8,48.75,9.846153846153845,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0.7916666666666666,0.923076923076923,,0.006369426751592357,0.0,0.025157232704402517
55,2023-05-05 13:57:25,4875.0,11.65000000000004,9.75,38.375,23.5,,9.647058823529411,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0.7692307692307693,0.9375,,0.019607843137254905,0.0,0.051470588235294115
56,2023-05-05 13:59:36,4875.0,18.749999999999996,9.75,32.187499999999964,4.8,48.125,9.166666666666666,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.6666666666666667,0,1.0,0.8518518518518517,1.0,,0.021621621621621623,0.0,0.048571428571428585
57,2023-05-05 14:01:46,4875.0,23.949999999999967,,35.468750000000014,20.499999999999993,47.5,9.666666666666666,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.47826086956521735,1.0,,0.0125,0.0,0.027118644067796613
58,2023-05-05 14:03:58,4875.0,10.749999999999986,,35.45454545454546,4.8,46.25,9.333333333333332,4875.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.6521739130434782,0.8571428571428572,,0.049079754601226995,0.0,0.041916167664670656
59,2023-05-05 14:06:09,4875.0,14.999999999999986,,37.18749999999999,4.8,80.0,14.499999999999977,4875.0,0,1.0,0,1.0,0,1.0,4,0.5,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.8484848484848485,0.9333333333333332,0.0,0.02531645569620253,0.0,0.06007067137809187
60,2023-05-05 14:08:19,4875.0,20.24999999999998,9.75,24.609375,9.75,24.25,9.666666666666666,4875.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.75,0.8571428571428572,0.0,0.008333333333333333,0.0,0.03333333333333333
61,2023-05-05 14:10:30,4875.0,18.999999999999982,,24.590909090909086,4.8,45.0,10.0,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0.8181818181818181,0.8333333333333333,0.0,0.03164556962025316,0.0,0.03416149068322982
62,2023-05-05 14:12:41,4875.0,20.349999999999966,9.75,24.043749999999996,23.5,47.8125,17.499999999999993,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0.7241379310344828,0.8181818181818181,0.0,0.01990049751243781,0.0,0.037735849056603786
63,2023-05-05 14:14:52,4875.0,18.249999999999986,9.75,36.249999999999986,22.75,47.916666666666664,9.624999999999998,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5,0,1.0,0,1.0,0,1.0,0.6153846153846155,0.8749999999999999,0.0,0.07857142857142858,0.0,0.07220216606498195
64,2023-05-05 14:17:02,4875.0,24.249999999999986,9.6875,29.843749999999975,23.5,48.33333333333333,9.5,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0.8636363636363635,0.8333333333333333,0.0,0.017341040462427744,0.0,0.026954177897574122
65,2023-05-05 14:19:13,4875.0,9.994791666666666,,35.56818181818182,22.0,40.0,9.5,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.5294117647058824,0.6666666666666667,0.0,0.04285714285714286,0.0,0.028846153846153848
66,2023-05-05 14:21:24,975.0,30.62500000000005,9.6875,27.678571428571463,23.75,48.125,19.749999999999993,975.0,0,1.0,0,1.0,4,0.5,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.11032028469750889,0.0,0.0,0.018957345971563982,0.0,0.01392757660167131
67,2023-05-05 14:23:34,975.0,17.99999999999999,9.5,34.99999999999998,9.5,,9.375,975.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.025000000000000005
68,2023-05-05 14:25:45,975.0,18.749999999999996,9.25,31.874999999999975,23.5,48.75,21.249999999999993,975.0,3,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.011396011396011397
69,2023-05-05 14:27:55,975.0,17.874999999999993,4.8,23.719512195121943,9.7,47.8125,9.5,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.4166666666666667,0,1.0,0,1.0,0.0,0.0,0.0,0.04054054054054054,0.0,0.016853932584269662
70,2023-05-05 14:30:07,975.0,11.125000000000039,22.0,39.0,23.8,46.25,9.649999999999999,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5833333333333333,0.0,0.0,0.0,0.008510638297872339,0.0,0.008571428571428572
71,2023-05-05 14:32:18,975.0,18.849999999999998,22.75,24.639999999999997,23.5,47.5,9.555555555555555,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.02747252747252747,0.0,0.01038961038961039
72,2023-05-05 14:34:29,975.0,12.249999999999998,9.5,36.249999999999986,4.8,45.0,14.499999999999977,975.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0.0,0.0,0.0,0.024844720496894415,0.0,0.011661807580174929
73,2023-05-05 14:36:39,975.0,15.464285714285685,9.75,33.05555555555553,22.75,46.25,9.388888888888888,975.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.07142857142857144,0.0,0.029702970297029705
74,2023-05-05 14:38:55,975.0,20.875000000000004,9.666666666666666,24.633333333333336,24.25,46.24999999999999,9.541666666666664,975.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.018404456151634847,0.0,0.005405405405405405
75,2023-05-05 14:41:05,975.0,23.050000000000022,9.75,24.911764705882348,21.625,48.4375,9.499999999999998,975.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.017751479289940825
76,2023-05-05 14:43:16,4875.0,24.812500000000036,,24.44736842105263,4.8,24.25,9.45,4875.0,4,0.5,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0.8181818181818181,0.9,0.0,0.018867924528301883,0.0,0.043478260869565216
77,2023-05-05 14:45:26,4875.0,19.749999999999986,9.25,36.59090909090909,9.666666666666666,48.125,9.600000000000001,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0,1.0,0,1.0,0.7916902864383607,0.888888888888889,0.0,0.006097531207740789,0.0,0.038216560509554146
78,2023-05-05 14:47:36,4875.0,11.500000000000092,9.75,31.96428571428567,23.25,47.5,9.0,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1.0,0.5833333333333334,0.9090909090909091,0.0,0.03428571428571429,0.0,0.05105105105105106
79,2023-05-05 14:49:47,4875.0,17.49999999999998,9.0,34.88636363636361,9.25,46.875,11.5,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,3,1.0,0,1.0,0,1.0,0,1.0,0.4615384615384615,0.8333333333333334,0.0,0.0,0.0,0.019283746556473826
80,2023-05-05 14:51:57,4875.0,22.299999999999976,9.75,35.49999999999997,23.875,47.5,8.666666666666666,4875.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,4,0.5,0,1.0,0.619047619047619,0.8571428571428572,0.0,0.016393442622950817,0.0,0.03378378378378378
