,timestamp,latency_edgex-ui_edgex-core-data,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-ui_edgex-core-metadata,latency_edgex-core-command_edgex-device-mqtt,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-core-command_edgex-core-metadata,latency_edgex-ui_edgex-core-command,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,error_edgex-core-metadata,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-data,error_edgex-ui
0,2023-05-11 07:22:54,18.125000000000007,9.5,23.25,22.73026315789474,975.0,44.99999999999999,11.5,975.0,0,1.0,3.377697287300029,12.312576,0,1.0,6.912739431027498,18.313216,0,1.0,8.951355701374272,10.870784,0,1.0,2.1283130549161466,5.193728,0,1.0,0.4779387235526369,10.79296,0,1.0,0.2110286211667439,1.88416,0,1.0,0.023783891543662988,11.3664,0,1.0,1.3061161776332482,9.87136,0,1.0,1.0910767307382574,12.992512,0.021620873057432065,0.0,0.0,0.0,0.027190332326283987
1,2023-05-11 07:25:04,16.0,22.75,4.8,22.637499999999996,975.0,24.25,10.0,975.0,1,1.0,3.757713884994457,12.73856,0,1.0,8.813031066347781,19.013632,0,1.0,8.45840744400527,12.730368,0,1.0,2.216735614892824,5.525504,0,1.0,0.5815808181991109,10.93632,0,1.0,0.26980198019751217,1.929216,0,1.0,0.08884080370863463,11.3664,0,1.0,1.4592537119045599,10.129408,0,1.0,1.2254820936629995,12.664832,0.0308641975308642,0.0,0.0,0.0,0.009646302250803858
2,2023-05-11 07:27:15,18.624999999999975,9.75,23.5,38.9772727272727,975.0,24.25,24.826923076923073,975.0,0,1.0,3.307042735040654,12.41088,0,1.0,6.633602399768229,19.062784,0,1.0,6.1684060479560605,13.111296,0,1.0,2.231329311420847,5.378048,2,1.0,100.01693145135727,16.760832,0,1.0,0.18662954429115253,1.896448,0,1.0,0.01234781242733334,11.3664,0,1.0,0.7657711696786135,10.207232,0,1.0,1.1133527568579205,12.853248,0.017241379310344827,0.0,0.0,0.0,0.008450704225352114
3,2023-05-11 07:29:25,24.55000000000001,9.5,22.0,22.797872340425528,975.0,46.66666666666666,9.5,975.0,0,1.0,3.6578127135972567,12.63616,0,1.0,8.31691082486856,18.010112,3,1.0,13.821527446300742,497.717248,0,1.0,2.4017353924534404,5.787648,0,1.0,0.4758825319545126,12.201984,0,1.0,0.2567395353400877,1.912832,0,1.0,0.01817474973324474,11.3664,0,1.0,1.7711410601985302,9.801728,0,1.0,1.1807589055238545,13.090816,0.00543462301857038,0.0,0.0,0.0,0.01759530791788856
4,2023-05-11 07:31:36,21.931818181818166,9.75,23.5,22.836538461538463,975.0,46.25,9.454545454545453,975.0,0,1.0,3.1318785366155795,12.30848,4,0.5,8.51932373140665,27.344896,0,1.0,8.342997465145723,12.525568,0,1.0,2.795494816211122,8.536064,0,1.0,0.25687449826007874,12.767232,0,1.0,0.27539107013320574,1.92512,0,1.0,0.01897780982353301,11.3664,0,1.0,0.69042130365671,10.153984,0,1.0,1.123447098976029,13.012992,0.03636363636363636,0.0,0.0,0.0,0.020710059171597635
5,2023-05-11 07:33:47,16.93749999999998,9.75,,23.425,975.0,24.25,10.0,975.0,0,1.0,3.917367490157428,12.488704,0,1.0,12.006937141960293,28.884992,0,1.0,8.448868147194464,13.197312,0,1.0,2.1689762070836425,5.67296,0,1.0,0.7382849829345797,12.091392,0,1.0,0.16336349924579244,1.908736,0,1.0,0.03039491733490242,11.3664,0,1.0,1.2452034883742193,9.56416,1,1.0,1.287815421191388,12.570624,0.030120481927710847,0.0,0.0,0.0,0.01298701298701299
6,2023-05-11 07:35:57,197.4999999999996,96.25,212.49999999999994,221.5909090909091,975.0,24.25,91.42857142857142,975.0,0,1.0,2.397134328364153,12.292096,0,1.0,10.663862877169919,10.83392,0,1.0,8.352191533137965,13.758464,2,1.0,99.97183340762912,12.77952,0,1.0,0.5246979270588685,12.091392,0,1.0,0.13089688744725944,1.908736,0,1.0,0.02414300908446235,11.3664,0,1.0,1.4188376901508255,9.699328,0,1.0,0.8611762550408862,12.668928,0.03401360544217687,0.0,0.0,0.0,0.020134228187919465
7,2023-05-11 07:38:08,13.125000000000037,9.5,19.749999999999993,22.284482758620697,975.0,40.0,9.125,975.0,0,1.0,3.7852120782814787,12.783616,0,1.0,10.104483830434528,10.58816,0,1.0,7.820818193208831,13.76256,0,1.0,2.215788272872422,6.242304,0,1.0,0.6387641383892388,12.500992,3,1.0,0.306293456944129,414.674944,0,1.0,0.01777702702900176,11.3664,0,1.0,1.5970066841032506,9.928704,0,1.0,1.0610117211593115,13.06624,0.00602409638554217,0.0,0.0,0.0,0.0
8,2023-05-11 07:40:18,15.500000000000004,9.583333333333332,22.375,22.96710526315789,975.0,24.25,9.555555555555555,975.0,0,1.0,3.36526286037582,12.734464,0,1.0,10.996788088274391,11.014144,0,1.0,8.946477062745936,13.08672,0,1.0,2.2926682622147165,7.012352,0,1.0,0.4064227265710544,12.414976,0,1.0,0.2224775514148132,2.187264,4,0.5,2.595833284348153,19.976192,0,1.0,1.2636583924354485,10.416128,0,1.0,0.9496127647640228,13.729792,0.016759776536312845,0.0,0.0,0.0,0.0058309037900874635
9,2023-05-11 07:42:28,453.1249999999999,,,24.06818181818182,975.0,46.875,11.5,975.0,2,1.0,99.8242710637397,18.169856,0,1.0,8.783685537872854,10.817536,0,1.0,8.631021832498309,12.34944,0,1.0,1.5524295357345574,6.537216,0,1.0,0.7109727683126317,12.132352,0,1.0,0.15186098391487327,2.187264,0,1.0,2.293065194265741,20.80768,0,1.0,1.9203926096971562,10.166272,0,1.0,1.255976819562777,13.275136,0.03333333333333333,0.0,0.0,0.0,0.013468013468013471
