,timestamp,latency_edgex-ui_edgex-core-data,latency_edgex-ui_edgex-core-metadata,latency_edgex-core-command_edgex-device-mqtt,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-core-command_edgex-core-metadata,latency_edgex-ui_edgex-core-command,latency_edgex-device-mqtt_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,error_edgex-core-metadata,error_edgex-device-mqtt,error_edgex-core-command,error_edgex-core-data,error_edgex-ui
0,2024-01-09 17:46:41,29.58333333333337,11.199999999999974,975.0,24.25,5.0,975.0,4.8,9.5,0,1.0,1.0484421000980022,9.29792,0,1.0,0.5752256441113248,8.753152,0,1.0,3.2709570724841397,11.075584,0,1.0,2.089089447981711,10.842112,0,1.0,5.80974891030754,13.574144,0,1.0,6.55571953600555,13.02528,0,1.0,0.7045848650898261,10.989568,0,1.0,0.16652110625910244,0.815104,0,1.0,0.014273210013374305,8.699904,0.037267080745341616,0.0,0.0,0.0,0.020066889632107024
1,2024-01-09 17:47:41,17.333333333333307,8.902173913043477,975.0,24.25,13.0,975.0,4.8,9.25,0,1.0,2.072745901639215,9.224192,0,1.0,0.6946645063971335,9.105408,0,1.0,3.13431697846805,10.97728,0,1.0,1.9695114773396176,10.973184,0,1.0,6.181046710687093,13.94688,0,1.0,6.759719617823098,11.93984,0,1.0,0.7159850172099562,10.452992,0,1.0,0.1901086369365303,0.802816,0,1.0,0.015882764518500132,8.658944,0.035928143712574856,0.0,0.0,0.0,0.019169329073482424
2,2024-01-09 17:48:41,18.1428571428571,17.749999999999982,975.0,41.25000000000001,8.249999999999998,975.0,9.5,9.25,0,1.0,2.0792810693641464,9.572352,0,1.0,0.3758946194115279,9.35936,0,1.0,3.5936526827333566,10.891264,0,1.0,1.8750808694171843,11.087872,0,1.0,6.085917384092787,13.705216,0,1.0,6.679273795781381,13.139968,0,1.0,0.8666767053154636,10.21952,0,1.0,0.24528602538910482,0.802816,0,1.0,0.029980053768080644,8.658944,0.016854538347837414,0.0,0.0,0.0,0.005633802816901408
3,2024-01-09 17:49:41,14.39285714285711,14.166666666666643,975.0,24.25,9.749999999999995,975.0,4.8,9.25,0,1.0,1.4429517684887394,9.531392,0,1.0,0.3442745158314512,8.941568,0,1.0,3.193777145424575,11.616256,0,1.0,1.7385639686684211,10.657792,0,1.0,6.769115497076072,13.504512,0,1.0,8.060265533722845,12.910592,0,1.0,0.8062757417102953,10.596352,0,1.0,0.2270860366713558,0.831488,0,1.0,0.03104752390456373,8.654848,0.02259887005649718,0.0,0.0,0.0,0.01149425287356322
4,2024-01-09 17:50:41,23.961538461538463,9.707142857142856,975.0,24.25,4.8,975.0,4.8,9.583333333333332,0,1.0,1.414859829157795,9.494528,0,1.0,0.41670222659879125,9.129984,0,1.0,3.3582418249105177,11.50976,0,1.0,1.7588853662606225,10.891264,0,1.0,6.645612352546255,12.877824,0,1.0,7.44643009105592,12.070912,0,1.0,0.7312093542665693,10.428416,0,1.0,0.26879694379700214,0.806912,0,1.0,0.016747624076063315,8.658944,0.015151515151515148,0.0,0.0,0.0,0.005115089514066497
5,2024-01-09 17:51:41,10.187500000000028,16.083333333333336,975.0,24.25,6.999999999999993,975.0,,4.8,0,1.0,1.0595604935239342,9.494528,0,1.0,0.414850690356391,8.704,0,1.0,3.3431361062292706,11.259904,0,1.0,1.887116154873156,10.932224,0,1.0,7.585168709081941,12.464128,0,1.0,7.402961599598355,12.685312,0,1.0,0.9168913060613291,10.539008,0,1.0,0.20165136402661785,0.8192,0,1.0,0.020180092140201774,8.654848,0.014285714285714289,0.0,0.0,0.0,0.005988023952095808
6,2024-01-09 17:52:42,7.718749999999989,17.0625,975.0,24.25,8.249999999999998,975.0,4.8,9.75,0,1.0,0.8866145833332207,9.78944,0,1.0,0.7978485287023253,8.876032,0,1.0,3.3202528141723286,10.817536,0,1.0,2.2388932743921863,10.985472,0,1.0,6.438024453350962,12.824576,0,1.0,8.049774517467457,13.06624,0,1.0,0.8214276358873608,10.571776,0,1.0,0.24153184517718326,0.835584,0,1.0,0.0774922774502487,8.654848,0.04819277108433736,0.0,0.0,0.0,0.025723472668810293
7,2024-01-09 17:53:42,20.875000000000032,9.864864864864863,975.0,41.249999999999986,9.0,975.0,4.8,9.5,0,1.0,2.116198176177471,9.986048,0,1.0,0.3722723033882334,8.896512,0,1.0,3.4336061776061793,11.1616,0,1.0,1.750426032621925,11.014144,0,1.0,6.7977964051158235,13.254656,0,1.0,7.548387096774285,13.324288,0,1.0,0.66841737781226,11.460608,0,1.0,0.2044871242786674,0.811008,0,1.0,0.01477569744491472,8.658944,0.04419889502762431,0.0,0.0,0.0,0.024657534246575342
8,2024-01-09 17:54:42,10.599999999999987,15.333333333333336,975.0,24.25,8.499999999999998,975.0,4.8,22.0,0,1.0,2.5201236725366267,9.66656,0,1.0,0.45066853233832027,9.064448,0,1.0,2.9024411445127787,11.636736,0,1.0,1.7729483986795687,10.633216,0,1.0,6.326614549909506,13.975552,0,1.0,7.1530519869533125,12.693504,0,1.0,0.7594113295286393,10.338304,0,1.0,0.17831557922775554,0.811008,0,1.0,0.01999884832439149,8.658944,0.031446540880503145,0.0,0.0,0.0,0.02134146341463414
9,2024-01-09 17:55:42,11.124999999999998,18.400000000000006,975.0,45.0,9.499999999999996,975.0,4.8,8.499999999999998,0,1.0,0.7959316517493296,9.351168,0,1.0,0.788191263546072,8.871936,0,1.0,3.1001119991854327,11.108352,0,1.0,1.676021974470799,10.6496,0,1.0,5.931578636766079,14.036992,0,1.0,6.90699147571749,12.566528,0,1.0,0.7502490883878619,10.38336,0,1.0,0.2343495774424875,0.802816,0,1.0,0.01405134143978338,8.658944,0.028901734104046242,0.0,0.0,0.0,0.009836065573770491
10,2024-01-09 17:56:42,19.99999999999999,14.821428571428594,975.0,45.0,11.5,975.0,4.8,4.8,0,1.0,1.9724381941956102,9.404416,0,1.0,0.6390418788320468,8.84736,0,1.0,3.217620338486312,11.235328,0,1.0,1.7271355116934874,10.878976,0,1.0,6.91886392258213,13.160448,0,1.0,8.293852689768174,13.529088,0,1.0,0.5518265864823649,10.309632,0,1.0,0.1932635506269965,0.835584,0,1.0,0.019212106258618807,8.658944,0.01875,0.0,0.0,0.0,0.010238907849829353
11,2024-01-09 17:57:42,9.513157894736835,14.416666666666654,975.0,24.25,9.0,975.0,4.8,9.4375,0,1.0,1.2692718519632393,9.785344,0,1.0,0.46672175350100326,9.273344,0,1.0,3.143988209132724,11.476992,0,1.0,1.8286522497752773,10.838016,0,1.0,6.570458067848883,13.828096,0,1.0,8.90119904076735,12.976128,0,1.0,0.7783458561663156,10.285056,0,1.0,0.2389697030497528,0.815104,0,1.0,0.022697003329785602,8.654848,0.025157232704402514,0.0,0.0,0.0,0.011019283746556472
12,2024-01-09 17:58:42,16.562499999999986,9.765624999999996,975.0,24.25,8.699999999999996,975.0,4.8,9.583333333333332,0,1.0,1.473392847116978,9.261056,0,1.0,0.6103317346122998,8.761344,0,1.0,3.140017533606142,10.932224,0,1.0,1.7358183211958151,11.051008,0,1.0,6.673665751753529,13.410304,0,1.0,6.610259080848838,12.242944,0,1.0,0.8321675220173544,10.768384,0,1.0,0.19689085955446453,0.835584,0,1.0,0.012951317358743126,8.658944,0.01764705882352941,0.0,0.0,0.0,0.008356545961002786
13,2024-01-09 17:59:43,13.74999999999998,16.52499999999998,975.0,24.25,13.0,975.0,4.8,9.5,0,1.0,1.987042236328146,9.494528,0,1.0,0.566624413740695,9.203712,0,1.0,3.022481536188993,11.358208,0,1.0,1.7720359314846894,10.821632,0,1.0,6.656044995794612,13.893632,0,1.0,7.183230881089249,13.529088,0,1.0,0.7609957401491092,10.723328,0,1.0,0.24134783811191174,0.811008,0,1.0,0.0306116761877573,8.658944,0.055555555555555566,0.0,0.0,0.0,0.026385224274406333
