,timestamp,latency_edgex-core-command_edgex-core-metadata,latency_edgex-core-command_edgex-device-mqtt,latency_edgex-ui_edgex-sys-mgmt-agent,latency_edgex-ui_edgex-core-command,latency_edgex-ui_edgex-core-data,latency_edgex-ui_edgex-core-metadata,latency_edgex-core-metadata_edgex-device-mqtt,latency_edgex-device-mqtt_edgex-core-metadata,edgex-core-metadata,availability_edgex-core-metadata,cpu_edgex-core-metadata,memory_edgex-core-metadata,edgex-core-data,availability_edgex-core-data,cpu_edgex-core-data,memory_edgex-core-data,edgex-core-command,availability_edgex-core-command,cpu_edgex-core-command,memory_edgex-core-command,edgex-redis,availability_edgex-redis,cpu_edgex-redis,memory_edgex-redis,edgex-mqtt-broker,availability_edgex-mqtt-broker,cpu_edgex-mqtt-broker,memory_edgex-mqtt-broker,edgex-sys-mgmt-agent,availability_edgex-sys-mgmt-agent,cpu_edgex-sys-mgmt-agent,memory_edgex-sys-mgmt-agent,edgex-ui,availability_edgex-ui,cpu_edgex-ui,memory_edgex-ui,edgex-device-mqtt,availability_edgex-device-mqtt,cpu_edgex-device-mqtt,memory_edgex-device-mqtt,edgex-exporter-fledge,availability_edgex-exporter-fledge,cpu_edgex-exporter-fledge,memory_edgex-exporter-fledge,error_edgex-device-mqtt,error_edgex-core-metadata,error_edgex-ui,error_edgex-core-data,error_edgex-core-command
0,2024-01-09 13:33:27,9.1,975.0,24.25,975.0,16.37499999999996,9.695945945945947,34.99999999999997,20.499999999999993,0,1.0,7.184206423448722,10.743808,0,1.0,3.1973894986650686,10.043392,0,1.0,0.34024767801857597,8.491008,0,1.0,1.748499605159259,15.777792,0,1.0,0.25542168674698756,0.786432,0,1.0,1.2650734700468311,8.675328,0,1.0,5.598374809547988,11.73504,0,1.0,0.767344626672423,10.379264,0,1.0,1.9415130434782606,10.264576,0.0,0.03105775140141663,0.015527950310559004,,
1,2024-01-09 13:34:28,7.749999999999997,975.0,24.25,975.0,9.657894736842103,14.800000000000004,9.5,4.8,0,1.0,8.526878255732766,10.313728,0,1.0,4.863337173771474,10.768384,0,1.0,0.5148324750460932,8.310784,0,1.0,2.9961671695161547,15.106048,0,1.0,0.3589723180330767,0.782336,0,1.0,1.9361108603412582,8.933376,0,1.0,6.783501338793481,12.333056,0,1.0,0.8561874492832017,9.617408,0,1.0,2.2359519168291104,10.174464,0.0,0.004784688995215312,0.0022988505747126436,,
2,2024-01-09 13:35:28,8.499999999999998,975.0,24.25,975.0,9.458333333333334,14.916666666666664,9.625,4.8,0,1.0,7.493374741200818,10.174464,0,1.0,3.2651439393939388,10.092544,0,1.0,0.6782735550077977,8.507392,0,1.0,2.1899864773495663,12.435456,0,1.0,0.20595650977153868,0.806912,0,1.0,1.3181818181818135,8.716288,0,1.0,6.931868545611011,12.20608,0,1.0,0.802354083242325,10.227712,0,1.0,1.954926000525444,10.846208,0.0,0.006410256410256411,0.0033003300330033004,,
3,2024-01-09 13:36:28,10.0,975.0,46.25,975.0,10.599999999999987,12.035714285714263,4.8,,0,1.0,8.070784818629667,11.01824,0,1.0,3.3774830414093495,10.215424,0,1.0,0.7629070881226055,8.491008,0,1.0,2.221229474964524,12.787712,0,1.0,0.23775600195982288,0.8192,0,1.0,0.8784341764232743,8.986624,0,1.0,6.350193375993256,12.296192,0,1.0,0.8693703951774946,10.346496,0,1.0,2.412030292519364,11.03872,0.0,0.011764705882352941,0.00547945205479452,,
4,2024-01-09 13:37:28,8.0,975.0,24.25,975.0,12.499999999999948,9.989999999999998,21.249999999999993,9.5,0,1.0,9.037757146673789,10.77248,0,1.0,3.127602554179565,10.182656,0,1.0,0.5695668369518964,8.650752,0,1.0,2.1671290605794717,12.824576,0,1.0,0.18643489254108664,0.843776,0,1.0,1.1484330202669253,8.986624,0,1.0,6.41474057954416,12.562432,0,1.0,0.7700257810130401,9.658368,0,1.0,2.593456166095979,10.113024,0.0,0.042168674698795185,0.01759530791788856,,
5,2024-01-09 13:38:28,7.249999999999995,975.0,24.25,975.0,15.249999999999982,10.107142857142874,8.749999999999998,,0,1.0,8.092495339978885,9.961472,0,1.0,3.2591939265378844,10.30144,0,1.0,0.6493466651516862,8.527872,0,1.0,2.007366984993178,12.578816,0,1.0,0.2349100546097006,0.79872,0,1.0,1.515386116713289,9.224192,0,1.0,6.285079624944181,12.5952,0,1.0,0.8072397692941484,10.5472,0,1.0,1.5851672507167995,15.192064,0.0,0.058823529411764705,0.030405405405405407,,
6,2024-01-09 13:39:28,7.499999999999997,975.0,24.25,975.0,9.293478260869563,13.214285714285687,9.416666666666666,4.8,0,1.0,7.226796354714327,11.747328,0,1.0,3.3313993390950576,10.489856,0,1.0,0.675425678785091,8.62208,0,1.0,1.8562681232719567,12.578816,0,1.0,0.23527674129353157,0.827392,0,1.0,1.25623768668574,8.630272,0,1.0,5.942337075665985,12.67712,0,1.0,0.9680306137761959,9.887744,0,1.0,2.432185151788395,9.363456,0.0,0.031446540880503145,0.013927576601671307,,
7,2024-01-09 13:40:28,6.499999999999992,975.0,38.749999999999986,975.0,14.499999999999982,10.749999999999984,8.499999999999998,4.8,0,1.0,7.728202749430791,10.682368,0,1.0,3.0219941152868595,10.985472,0,1.0,0.5149345361147663,8.318976,0,1.0,1.8963333784332237,12.337152,0,1.0,0.2785396655994297,0.823296,0,1.0,1.649398652982676,9.211904,0,1.0,6.108168676219909,12.865536,0,1.0,0.9245986729452096,10.293248,0,1.0,1.9190147865093765,14.655488,0.0,0.017647058823529408,0.011560693641618497,,
8,2024-01-09 13:41:28,9.0,975.0,24.25,975.0,8.772727272727273,15.625000000000007,9.5,4.8,0,1.0,7.802203120485466,10.121216,0,1.0,3.0723461354961965,10.625024,0,1.0,0.5976951969041694,8.380416,0,1.0,1.9324474924989465,12.296192,0,1.0,0.2276241451085344,0.802816,0,1.0,2.1003967720242103,8.76544,0,1.0,5.976034039184637,13.553664,0,1.0,0.684364558841727,10.145792,0,1.0,2.0806315901586965,10.960896,0.0,0.030303030303030304,0.016611295681063124,,
9,2024-01-09 13:42:29,4.8,975.0,24.25,975.0,14.968750000000007,11.928571428571447,19.749999999999993,4.8,0,1.0,8.690637088497652,11.354112,0,1.0,3.3356757390896314,10.899456,0,1.0,0.52929475587703,8.43776,0,1.0,2.098223639262138,12.55424,0,1.0,0.23194162559195788,0.79872,0,1.0,1.744920313270167,9.322496,0,1.0,6.0197327915280905,12.63616,0,1.0,0.7291720569210924,9.99424,0,1.0,1.9706859009254258,15.249408,0.0,0.029939617577993967,0.01510574018126888,,
